task_id,received_at,category,subcategory,province,city,channel,priority,external_lookup_scenario,routing_queue,evidence_complete,allegation_verified,aggregate_anchor,aggregate_share,data_nature
CN-TEL-2025Q2-0740,2025-07-06T23:29:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0741,2025-07-06T23:40:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0742,2025-07-06T23:51:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0743,2025-07-07T00:02:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0744,2025-07-07T00:13:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0745,2025-07-07T00:24:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0746,2025-07-07T00:35:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0747,2025-07-07T00:46:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0748,2025-07-07T00:57:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0749,2025-07-07T01:08:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0750,2025-07-07T01:19:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0751,2025-07-07T01:30:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0752,2025-07-07T01:41:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0753,2025-07-07T01:52:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0754,2025-07-07T02:03:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0755,2025-07-07T02:14:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0756,2025-07-07T02:25:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0757,2025-07-07T02:36:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0758,2025-07-07T02:47:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0759,2025-07-07T02:58:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0760,2025-07-07T03:09:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0761,2025-07-07T03:20:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0762,2025-07-07T03:31:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0763,2025-07-07T03:42:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0764,2025-07-07T03:53:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0765,2025-07-07T04:04:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0766,2025-07-07T04:15:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0767,2025-07-07T04:26:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0768,2025-07-07T04:37:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0769,2025-07-07T04:48:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0770,2025-07-07T04:59:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0771,2025-07-07T05:10:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0772,2025-07-07T05:21:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0773,2025-07-07T05:32:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0774,2025-07-07T05:43:00,服务争议,宽带装移机,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0775,2025-07-07T05:54:00,服务争议,人工客服接续,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0776,2025-07-07T06:05:00,服务争议,销户退订,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0777,2025-07-07T06:16:00,服务争议,宽带装移机,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0778,2025-07-07T06:27:00,服务争议,人工客服接续,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0779,2025-07-07T06:38:00,服务争议,销户退订,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0780,2025-07-07T06:49:00,服务争议,宽带装移机,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0781,2025-07-07T07:00:00,服务争议,人工客服接续,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0782,2025-07-07T07:11:00,服务争议,销户退订,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0783,2025-07-07T07:22:00,服务争议,宽带装移机,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0784,2025-07-07T07:33:00,服务争议,人工客服接续,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0785,2025-07-07T07:44:00,服务争议,销户退订,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0786,2025-07-07T07:55:00,服务争议,宽带装移机,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0787,2025-07-07T08:06:00,服务争议,人工客服接续,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0788,2025-07-07T08:17:00,服务争议,销户退订,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0789,2025-07-07T08:28:00,服务争议,宽带装移机,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0790,2025-07-07T08:39:00,服务争议,人工客服接续,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0791,2025-07-07T08:50:00,服务争议,销户退订,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0792,2025-07-07T09:01:00,服务争议,宽带装移机,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,False,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0793,2025-07-07T09:12:00,服务争议,人工客服接续,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0794,2025-07-07T09:23:00,服务争议,销户退订,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0795,2025-07-07T09:34:00,服务争议,宽带装移机,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0796,2025-07-07T09:45:00,服务争议,人工客服接续,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0797,2025-07-07T09:56:00,服务争议,销户退订,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.393,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0798,2025-07-07T10:07:00,营销争议,业务订购确认,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0799,2025-07-07T10:18:00,营销争议,套餐宣传口径,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0800,2025-07-07T10:29:00,营销争议,续约提醒,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0801,2025-07-07T10:40:00,营销争议,业务订购确认,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0802,2025-07-07T10:51:00,营销争议,套餐宣传口径,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0803,2025-07-07T11:02:00,营销争议,续约提醒,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0804,2025-07-07T11:13:00,营销争议,业务订购确认,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0805,2025-07-07T11:24:00,营销争议,套餐宣传口径,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0806,2025-07-07T11:35:00,营销争议,续约提醒,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0807,2025-07-07T11:46:00,营销争议,业务订购确认,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0808,2025-07-07T11:57:00,营销争议,套餐宣传口径,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0809,2025-07-07T12:08:00,营销争议,续约提醒,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0810,2025-07-07T12:19:00,营销争议,业务订购确认,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0811,2025-07-07T12:30:00,营销争议,套餐宣传口径,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0812,2025-07-07T12:41:00,营销争议,续约提醒,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0813,2025-07-07T12:52:00,营销争议,业务订购确认,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0814,2025-07-07T13:03:00,营销争议,套餐宣传口径,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0815,2025-07-07T13:14:00,营销争议,续约提醒,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0816,2025-07-07T13:25:00,营销争议,业务订购确认,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0817,2025-07-07T13:36:00,营销争议,套餐宣传口径,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0818,2025-07-07T13:47:00,营销争议,续约提醒,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0819,2025-07-07T13:58:00,营销争议,业务订购确认,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0820,2025-07-07T14:09:00,营销争议,套餐宣传口径,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0821,2025-07-07T14:20:00,营销争议,续约提醒,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0822,2025-07-07T14:31:00,营销争议,业务订购确认,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0823,2025-07-07T14:42:00,营销争议,套餐宣传口径,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0824,2025-07-07T14:53:00,营销争议,续约提醒,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0825,2025-07-07T15:04:00,营销争议,业务订购确认,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0826,2025-07-07T15:15:00,营销争议,套餐宣传口径,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0827,2025-07-07T15:26:00,营销争议,续约提醒,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0828,2025-07-07T15:37:00,营销争议,业务订购确认,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0829,2025-07-07T15:48:00,营销争议,套餐宣传口径,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0830,2025-07-07T15:59:00,营销争议,续约提醒,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0831,2025-07-07T16:10:00,营销争议,业务订购确认,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0832,2025-07-07T16:21:00,营销争议,套餐宣传口径,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0833,2025-07-07T16:32:00,营销争议,续约提醒,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0834,2025-07-07T16:43:00,营销争议,业务订购确认,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0835,2025-07-07T16:54:00,营销争议,套餐宣传口径,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0836,2025-07-07T17:05:00,营销争议,续约提醒,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0837,2025-07-07T17:16:00,营销争议,业务订购确认,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0838,2025-07-07T17:27:00,营销争议,套餐宣传口径,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0839,2025-07-07T17:38:00,营销争议,续约提醒,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0840,2025-07-07T17:49:00,营销争议,业务订购确认,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0841,2025-07-07T18:00:00,营销争议,套餐宣传口径,四川,成都,企业客服热线,常规,not_committed,四川服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0842,2025-07-07T18:11:00,营销争议,续约提醒,广东,广州,运营商应用,关注,committed_response_lost,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0843,2025-07-07T18:22:00,营销争议,业务订购确认,河南,郑州,线下营业厅,高,effect_status_unknown,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0844,2025-07-07T18:33:00,营销争议,套餐宣传口径,湖北,武汉,互联网服务入口,常规,not_committed,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0845,2025-07-07T18:44:00,营销争议,续约提醒,浙江,杭州,企业客服热线,关注,committed_response_lost,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0846,2025-07-07T18:55:00,营销争议,业务订购确认,陕西,西安,运营商应用,高,effect_status_unknown,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0847,2025-07-07T19:06:00,营销争议,套餐宣传口径,辽宁,沈阳,线下营业厅,常规,not_committed,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0848,2025-07-07T19:17:00,营销争议,续约提醒,福建,福州,互联网服务入口,关注,committed_response_lost,福建服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0849,2025-07-07T19:28:00,营销争议,业务订购确认,四川,成都,企业客服热线,高,effect_status_unknown,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0850,2025-07-07T19:39:00,营销争议,套餐宣传口径,广东,广州,运营商应用,常规,not_committed,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0851,2025-07-07T19:50:00,营销争议,续约提醒,河南,郑州,线下营业厅,关注,committed_response_lost,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0852,2025-07-07T20:01:00,营销争议,业务订购确认,湖北,武汉,互联网服务入口,高,effect_status_unknown,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0853,2025-07-07T20:12:00,营销争议,套餐宣传口径,浙江,杭州,企业客服热线,常规,not_committed,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0854,2025-07-07T20:23:00,营销争议,续约提醒,陕西,西安,运营商应用,关注,committed_response_lost,陕西服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0855,2025-07-07T20:34:00,营销争议,业务订购确认,辽宁,沈阳,线下营业厅,高,effect_status_unknown,辽宁服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0856,2025-07-07T20:45:00,营销争议,套餐宣传口径,福建,福州,互联网服务入口,常规,not_committed,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0857,2025-07-07T20:56:00,营销争议,续约提醒,四川,成都,企业客服热线,关注,committed_response_lost,四川服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0858,2025-07-07T21:07:00,营销争议,业务订购确认,广东,广州,运营商应用,高,effect_status_unknown,广东服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0859,2025-07-07T21:18:00,营销争议,套餐宣传口径,河南,郑州,线下营业厅,常规,not_committed,河南服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0860,2025-07-07T21:29:00,营销争议,续约提醒,湖北,武汉,互联网服务入口,关注,committed_response_lost,湖北服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0861,2025-07-07T21:40:00,营销争议,业务订购确认,浙江,杭州,企业客服热线,高,effect_status_unknown,浙江服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0862,2025-07-07T21:51:00,营销争议,套餐宣传口径,陕西,西安,运营商应用,常规,not_committed,陕西服务复核队列,False,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0863,2025-07-07T22:02:00,营销争议,续约提醒,辽宁,沈阳,线下营业厅,关注,committed_response_lost,辽宁服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
CN-TEL-2025Q2-0864,2025-07-07T22:13:00,营销争议,业务订购确认,福建,福州,互联网服务入口,高,effect_status_unknown,福建服务复核队列,True,False,MIIT-2025-Q2,0.114,deterministic-synthetic-cn-operations
