application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260000931,2026-05-01T17:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4204589,12000+,verified,complete,confirmed,consistent,36,0,4045,deterministic_synthetic
CR20260000932,2026-05-01T18:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4284508,3000-4999,verified,complete,confirmed,consistent,37,0,4046,deterministic_synthetic
CR20260000933,2026-05-01T18:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4364427,5000-7999,verified,complete,confirmed,consistent,38,0,4047,deterministic_synthetic
CR20260000934,2026-05-01T19:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4444346,8000-11999,verified,complete,confirmed,consistent,39,0,4048,deterministic_synthetic
CR20260000935,2026-05-01T20:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4524265,12000+,verified,complete,confirmed,consistent,40,0,4049,deterministic_synthetic
CR20260000936,2026-05-01T21:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4604184,3000-4999,verified,complete,confirmed,consistent,41,0,4050,deterministic_synthetic
CR20260000937,2026-05-01T21:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4684103,5000-7999,verified,complete,confirmed,consistent,42,0,4051,deterministic_synthetic
CR20260000938,2026-05-01T22:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4764022,8000-11999,verified,complete,confirmed,consistent,43,0,4052,deterministic_synthetic
CR20260000939,2026-05-01T23:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4843941,12000+,verified,complete,confirmed,consistent,44,0,4053,deterministic_synthetic
CR20260000940,2026-05-02T00:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4923860,3000-4999,verified,complete,confirmed,consistent,45,0,4054,deterministic_synthetic
CR20260000941,2026-05-02T01:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,303779,5000-7999,verified,complete,confirmed,consistent,46,0,4055,deterministic_synthetic
CR20260000942,2026-05-02T01:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,383698,8000-11999,verified,complete,confirmed,consistent,47,0,4056,deterministic_synthetic
CR20260000943,2026-05-02T02:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,463617,12000+,verified,complete,confirmed,consistent,48,0,4057,deterministic_synthetic
CR20260000944,2026-05-02T03:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,543536,3000-4999,verified,complete,confirmed,consistent,6,0,4058,deterministic_synthetic
CR20260000945,2026-05-02T04:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,623455,5000-7999,verified,complete,confirmed,consistent,7,0,4059,deterministic_synthetic
CR20260000946,2026-05-02T05:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,703374,8000-11999,verified,complete,confirmed,consistent,8,0,4060,deterministic_synthetic
CR20260000947,2026-05-02T05:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,783293,12000+,verified,complete,confirmed,consistent,9,0,4061,deterministic_synthetic
CR20260000948,2026-05-02T06:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,863212,3000-4999,verified,complete,confirmed,consistent,10,0,4062,deterministic_synthetic
CR20260000949,2026-05-02T07:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,943131,5000-7999,verified,complete,confirmed,consistent,11,0,4063,deterministic_synthetic
CR20260000950,2026-05-02T08:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1023050,8000-11999,verified,complete,confirmed,consistent,12,0,4064,deterministic_synthetic
CR20260000951,2026-05-02T08:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1102969,12000+,verified,complete,confirmed,consistent,13,0,4065,deterministic_synthetic
CR20260000952,2026-05-02T09:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1182888,3000-4999,verified,complete,confirmed,consistent,14,0,4066,deterministic_synthetic
CR20260000953,2026-05-02T10:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1262807,5000-7999,verified,complete,confirmed,consistent,15,0,4067,deterministic_synthetic
CR20260000954,2026-05-02T11:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1342726,8000-11999,verified,complete,confirmed,consistent,16,0,4068,deterministic_synthetic
CR20260000955,2026-05-02T12:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1422645,12000+,verified,complete,confirmed,consistent,17,0,4069,deterministic_synthetic
CR20260000956,2026-05-02T12:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1502564,3000-4999,verified,complete,confirmed,consistent,18,0,4070,deterministic_synthetic
CR20260000957,2026-05-02T13:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1582483,5000-7999,verified,complete,confirmed,consistent,19,0,4071,deterministic_synthetic
CR20260000958,2026-05-02T14:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1662402,8000-11999,verified,complete,confirmed,consistent,20,0,4072,deterministic_synthetic
CR20260000959,2026-05-02T15:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1742321,12000+,verified,complete,confirmed,consistent,21,0,4073,deterministic_synthetic
CR20260000960,2026-05-02T16:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1822240,3000-4999,verified,complete,confirmed,consistent,22,0,4074,deterministic_synthetic
CR20260000961,2026-05-02T16:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1902159,5000-7999,verified,complete,confirmed,consistent,23,0,4075,deterministic_synthetic
CR20260000962,2026-05-02T17:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1982078,8000-11999,verified,complete,confirmed,consistent,24,0,4076,deterministic_synthetic
CR20260000963,2026-05-02T18:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2061997,12000+,verified,complete,confirmed,consistent,25,0,4077,deterministic_synthetic
CR20260000964,2026-05-02T19:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2141916,3000-4999,verified,complete,confirmed,consistent,26,0,4078,deterministic_synthetic
CR20260000965,2026-05-02T19:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2221835,5000-7999,verified,complete,confirmed,consistent,27,0,4079,deterministic_synthetic
CR20260000966,2026-05-02T20:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2301754,8000-11999,verified,complete,confirmed,consistent,28,0,4080,deterministic_synthetic
CR20260000967,2026-05-02T21:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2381673,12000+,verified,complete,confirmed,consistent,29,0,4081,deterministic_synthetic
CR20260000968,2026-05-02T22:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2461592,3000-4999,verified,complete,confirmed,consistent,30,0,4082,deterministic_synthetic
CR20260000969,2026-05-02T23:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2541511,5000-7999,verified,complete,confirmed,consistent,31,0,4083,deterministic_synthetic
CR20260000970,2026-05-02T23:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2621430,8000-11999,verified,complete,confirmed,consistent,32,0,4084,deterministic_synthetic
CR20260000971,2026-05-03T00:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2701349,12000+,verified,complete,confirmed,consistent,33,0,4085,deterministic_synthetic
CR20260000972,2026-05-03T01:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2781268,3000-4999,verified,complete,confirmed,consistent,34,0,4086,deterministic_synthetic
CR20260000973,2026-05-03T02:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2861187,5000-7999,verified,complete,confirmed,consistent,35,0,4087,deterministic_synthetic
CR20260000974,2026-05-03T02:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2941106,8000-11999,verified,complete,confirmed,consistent,36,0,4088,deterministic_synthetic
CR20260000975,2026-05-03T03:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3021025,12000+,verified,complete,confirmed,consistent,37,0,4089,deterministic_synthetic
CR20260000976,2026-05-03T04:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3100944,3000-4999,verified,complete,confirmed,consistent,38,0,4090,deterministic_synthetic
CR20260000977,2026-05-03T05:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3180863,5000-7999,verified,complete,confirmed,consistent,39,0,4091,deterministic_synthetic
CR20260000978,2026-05-03T06:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3260782,8000-11999,verified,complete,confirmed,consistent,40,0,4092,deterministic_synthetic
CR20260000979,2026-05-03T06:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3340701,12000+,verified,complete,confirmed,consistent,41,0,4093,deterministic_synthetic
CR20260000980,2026-05-03T07:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3420620,3000-4999,verified,complete,confirmed,consistent,42,0,4094,deterministic_synthetic
CR20260000981,2026-05-03T08:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3500539,5000-7999,verified,complete,confirmed,consistent,43,0,4095,deterministic_synthetic
CR20260000982,2026-05-03T09:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3580458,8000-11999,verified,complete,confirmed,consistent,44,0,4096,deterministic_synthetic
CR20260000983,2026-05-03T10:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3660377,12000+,verified,complete,confirmed,consistent,45,0,4097,deterministic_synthetic
CR20260000984,2026-05-03T10:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3740296,3000-4999,verified,complete,confirmed,consistent,46,0,4098,deterministic_synthetic
CR20260000985,2026-05-03T11:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3820215,5000-7999,verified,complete,confirmed,consistent,47,0,4099,deterministic_synthetic
CR20260000986,2026-05-03T12:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3900134,8000-11999,verified,complete,confirmed,consistent,48,0,4100,deterministic_synthetic
CR20260000987,2026-05-03T13:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3980053,12000+,verified,complete,confirmed,consistent,6,0,4101,deterministic_synthetic
CR20260000988,2026-05-03T13:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4059972,3000-4999,verified,complete,confirmed,consistent,7,0,4102,deterministic_synthetic
CR20260000989,2026-05-03T14:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4139891,5000-7999,verified,complete,confirmed,consistent,8,0,4103,deterministic_synthetic
CR20260000990,2026-05-03T15:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4219810,8000-11999,verified,complete,confirmed,consistent,9,0,4104,deterministic_synthetic
CR20260000991,2026-05-03T16:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4299729,12000+,verified,complete,confirmed,consistent,10,0,4105,deterministic_synthetic
CR20260000992,2026-05-03T17:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4379648,3000-4999,verified,complete,confirmed,consistent,11,0,4106,deterministic_synthetic
CR20260000993,2026-05-03T17:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4459567,5000-7999,verified,complete,confirmed,consistent,12,0,4107,deterministic_synthetic
CR20260000994,2026-05-03T18:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4539486,8000-11999,verified,complete,confirmed,consistent,13,0,4108,deterministic_synthetic
CR20260000995,2026-05-03T19:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4619405,12000+,verified,complete,confirmed,consistent,14,0,4109,deterministic_synthetic
CR20260000996,2026-05-03T20:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4699324,3000-4999,verified,complete,confirmed,consistent,15,0,4110,deterministic_synthetic
CR20260000997,2026-05-03T20:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4779243,5000-7999,verified,complete,confirmed,consistent,16,0,4111,deterministic_synthetic
CR20260000998,2026-05-03T21:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4859162,8000-11999,verified,complete,confirmed,consistent,17,0,4112,deterministic_synthetic
CR20260000999,2026-05-03T22:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4939081,12000+,verified,complete,confirmed,consistent,18,0,4113,deterministic_synthetic
CR20260001000,2026-05-03T23:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,319000,3000-4999,verified,complete,confirmed,consistent,19,0,4114,deterministic_synthetic
CR20260001001,2026-05-04T00:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,398919,5000-7999,verified,complete,confirmed,consistent,20,0,4115,deterministic_synthetic
CR20260001002,2026-05-04T00:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,478838,8000-11999,verified,complete,confirmed,consistent,21,0,4116,deterministic_synthetic
CR20260001003,2026-05-04T01:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,558757,12000+,verified,complete,confirmed,consistent,22,0,4117,deterministic_synthetic
CR20260001004,2026-05-04T02:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,638676,3000-4999,verified,complete,confirmed,consistent,23,0,4118,deterministic_synthetic
CR20260001005,2026-05-04T03:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,718595,5000-7999,verified,complete,confirmed,consistent,24,0,4119,deterministic_synthetic
CR20260001006,2026-05-04T04:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,798514,8000-11999,verified,complete,confirmed,consistent,25,0,4120,deterministic_synthetic
CR20260001007,2026-05-04T04:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,878433,12000+,verified,complete,confirmed,consistent,26,0,4121,deterministic_synthetic
CR20260001008,2026-05-04T05:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,958352,3000-4999,verified,complete,confirmed,consistent,27,0,4122,deterministic_synthetic
CR20260001009,2026-05-04T06:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1038271,5000-7999,verified,complete,confirmed,consistent,28,0,4123,deterministic_synthetic
CR20260001010,2026-05-04T07:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1118190,8000-11999,verified,complete,confirmed,consistent,29,0,4124,deterministic_synthetic
CR20260001011,2026-05-04T07:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1198109,12000+,verified,complete,confirmed,consistent,30,0,4125,deterministic_synthetic
CR20260001012,2026-05-04T08:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1278028,3000-4999,verified,complete,confirmed,consistent,31,0,4126,deterministic_synthetic
CR20260001013,2026-05-04T09:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1357947,5000-7999,verified,complete,confirmed,consistent,32,0,4127,deterministic_synthetic
CR20260001014,2026-05-04T10:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1437866,8000-11999,verified,complete,confirmed,consistent,33,0,4128,deterministic_synthetic
CR20260001015,2026-05-04T11:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1517785,12000+,verified,complete,confirmed,consistent,34,0,4129,deterministic_synthetic
CR20260001016,2026-05-04T11:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1597704,3000-4999,verified,complete,confirmed,consistent,35,0,4130,deterministic_synthetic
CR20260001017,2026-05-04T12:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1677623,5000-7999,verified,complete,confirmed,consistent,36,0,4131,deterministic_synthetic
CR20260001018,2026-05-04T13:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1757542,8000-11999,verified,complete,confirmed,consistent,37,0,4132,deterministic_synthetic
CR20260001019,2026-05-04T14:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1837461,12000+,verified,complete,confirmed,consistent,38,0,4133,deterministic_synthetic
CR20260001020,2026-05-04T15:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1917380,3000-4999,verified,complete,confirmed,consistent,39,0,4134,deterministic_synthetic
CR20260001021,2026-05-04T15:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1997299,5000-7999,verified,complete,confirmed,consistent,40,0,4135,deterministic_synthetic
CR20260001022,2026-05-04T16:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2077218,8000-11999,verified,complete,confirmed,consistent,41,0,4136,deterministic_synthetic
CR20260001023,2026-05-04T17:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2157137,12000+,verified,complete,confirmed,consistent,42,0,4137,deterministic_synthetic
CR20260001024,2026-05-04T18:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2237056,3000-4999,verified,complete,confirmed,consistent,43,0,4138,deterministic_synthetic
CR20260001025,2026-05-04T18:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2316975,5000-7999,verified,complete,confirmed,consistent,44,0,4139,deterministic_synthetic
CR20260001026,2026-05-04T19:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2396894,8000-11999,verified,complete,confirmed,consistent,45,0,4140,deterministic_synthetic
CR20260001027,2026-05-04T20:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2476813,12000+,verified,complete,confirmed,consistent,46,0,4141,deterministic_synthetic
CR20260001028,2026-05-04T21:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2556732,3000-4999,verified,complete,confirmed,consistent,47,0,4142,deterministic_synthetic
CR20260001029,2026-05-04T22:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2636651,5000-7999,verified,complete,confirmed,consistent,48,0,4143,deterministic_synthetic
CR20260001030,2026-05-04T22:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2716570,8000-11999,verified,complete,confirmed,consistent,6,0,4144,deterministic_synthetic
CR20260001031,2026-05-04T23:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2796489,12000+,verified,complete,confirmed,consistent,7,0,4145,deterministic_synthetic
CR20260001032,2026-05-05T00:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2876408,3000-4999,verified,complete,confirmed,consistent,8,0,4146,deterministic_synthetic
CR20260001033,2026-05-05T01:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2956327,5000-7999,verified,complete,confirmed,consistent,9,0,4147,deterministic_synthetic
CR20260001034,2026-05-05T01:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3036246,8000-11999,verified,complete,confirmed,consistent,10,0,4148,deterministic_synthetic
CR20260001035,2026-05-05T02:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3116165,12000+,verified,complete,confirmed,consistent,11,0,4149,deterministic_synthetic
CR20260001036,2026-05-05T03:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3196084,3000-4999,verified,complete,confirmed,consistent,12,0,4150,deterministic_synthetic
CR20260001037,2026-05-05T04:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3276003,5000-7999,verified,complete,confirmed,consistent,13,0,4151,deterministic_synthetic
CR20260001038,2026-05-05T05:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3355922,8000-11999,verified,complete,confirmed,consistent,14,0,4152,deterministic_synthetic
CR20260001039,2026-05-05T05:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3435841,12000+,verified,complete,confirmed,consistent,15,0,4153,deterministic_synthetic
CR20260001040,2026-05-05T06:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3515760,3000-4999,verified,complete,confirmed,consistent,16,0,4154,deterministic_synthetic
CR20260001041,2026-05-05T07:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3595679,5000-7999,verified,complete,confirmed,consistent,17,0,4155,deterministic_synthetic
CR20260001042,2026-05-05T08:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3675598,8000-11999,verified,complete,confirmed,consistent,18,0,4156,deterministic_synthetic
CR20260001043,2026-05-05T09:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3755517,12000+,verified,complete,confirmed,consistent,19,0,4157,deterministic_synthetic
CR20260001044,2026-05-05T09:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3835436,3000-4999,verified,complete,confirmed,consistent,20,0,4158,deterministic_synthetic
CR20260001045,2026-05-05T10:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3915355,5000-7999,verified,complete,confirmed,consistent,21,0,4159,deterministic_synthetic
CR20260001046,2026-05-05T11:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3995274,8000-11999,verified,complete,confirmed,consistent,22,0,4160,deterministic_synthetic
CR20260001047,2026-05-05T12:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4075193,12000+,verified,complete,confirmed,consistent,23,0,4161,deterministic_synthetic
CR20260001048,2026-05-05T12:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4155112,3000-4999,verified,complete,confirmed,consistent,24,0,4162,deterministic_synthetic
CR20260001049,2026-05-05T13:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4235031,5000-7999,verified,complete,confirmed,consistent,25,0,4163,deterministic_synthetic
CR20260001050,2026-05-05T14:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4314950,8000-11999,verified,complete,confirmed,consistent,26,0,4164,deterministic_synthetic
CR20260001051,2026-05-05T15:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4394869,12000+,verified,complete,confirmed,consistent,27,0,4165,deterministic_synthetic
CR20260001052,2026-05-05T16:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4474788,3000-4999,verified,complete,confirmed,consistent,28,0,4166,deterministic_synthetic
CR20260001053,2026-05-05T16:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4554707,5000-7999,verified,complete,confirmed,consistent,29,0,4167,deterministic_synthetic
CR20260001054,2026-05-05T17:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4634626,8000-11999,verified,complete,confirmed,consistent,30,0,4168,deterministic_synthetic
CR20260001055,2026-05-05T18:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4714545,12000+,verified,complete,confirmed,consistent,31,0,4169,deterministic_synthetic
CR20260001056,2026-05-05T19:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4794464,3000-4999,verified,complete,confirmed,consistent,32,0,4170,deterministic_synthetic
CR20260001057,2026-05-05T19:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4874383,5000-7999,verified,complete,confirmed,consistent,33,0,4171,deterministic_synthetic
CR20260001058,2026-05-05T20:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4954302,8000-11999,verified,complete,confirmed,consistent,34,0,4172,deterministic_synthetic
CR20260001059,2026-05-05T21:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,334221,12000+,verified,complete,confirmed,consistent,35,0,4173,deterministic_synthetic
