unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,borough
69559191,2025-11-08,,DSNY,Illegal Parking,Blocked Driveway,Open,QUEENS
65804791,2026-01-01,2025-12-17,DSNY,Water System,Leak,Closed,QUEENS
62427271,2025-10-19,2025-11-06,HPD,Heat/Hot Water,Pothole,Closed,STATEN ISLAND
61221355,2025-10-15,2025-12-21,DOT,Street Condition,Blocked Driveway,Closed,BRONX
68385512,2025-12-14,,NYPD,Noise,Loud Music,Open,BROOKLYN
61795300,2025-09-20,2025-12-18,DSNY,Noise,Leak,Closed,BRONX
68050680,2025-11-24,2025-12-27,DSNY,Noise,Pothole,Closed,BRONX
60017030,2025-11-02,2025-12-30,DEP,Heat/Hot Water,Loud Music,Closed,BRONX
67388356,2025-12-18,,DOT,Illegal Parking,No Heat,Open,BRONX
68207315,2025-11-04,2025-12-08,NYPD,Noise,No Heat,Closed,MANHATTAN
65294932,2025-10-16,,DOT,Street Condition,No Heat,Open,BROOKLYN
66860635,2025-09-16,,DEP,Illegal Parking,Blocked Driveway,Open,QUEENS
68910715,2025-11-27,,DSNY,Street Condition,No Heat,Open,STATEN ISLAND
68029229,2025-12-31,2025-12-21,DOT,Noise,Leak,Closed,QUEENS
61429301,2025-11-30,2025-11-09,DEP,Noise,Loud Music,Closed,QUEENS
61469799,2025-09-15,2025-12-28,DSNY,Heat/Hot Water,Pothole,Closed,BRONX
68538730,2025-09-18,,HPD,Street Condition,Leak,Open,QUEENS
68779189,2025-10-08,,DSNY,Illegal Parking,Pothole,Open,BROOKLYN
63833340,2025-10-26,2025-12-17,DEP,Noise,Blocked Driveway,Closed,BRONX
64893763,2025-09-24,,NYPD,Heat/Hot Water,Pothole,Open,BROOKLYN
65550801,2025-10-17,2025-11-29,HPD,Noise,Leak,Closed,BRONX
62105993,2025-09-18,2025-11-24,DEP,Noise,No Heat,Closed,BROOKLYN
65176008,2025-12-26,,DOT,Heat/Hot Water,Loud Music,Open,BRONX
66578687,2025-09-15,2025-12-17,DOT,Illegal Parking,Loud Music,Closed,BRONX
60619578,2025-11-07,,DSNY,Illegal Parking,No Heat,Open,MANHATTAN
64545156,2025-10-08,,DEP,Illegal Parking,Leak,Open,BRONX
68075346,2025-12-26,2025-12-01,NYPD,Water System,Blocked Driveway,Closed,QUEENS
63082722,2025-09-09,,NYPD,Water System,Loud Music,Open,STATEN ISLAND
63436586,2025-12-29,2025-11-26,DOT,Water System,Loud Music,Closed,BROOKLYN
61565666,2025-10-11,2025-11-25,DSNY,Heat/Hot Water,Leak,Closed,BRONX
69773498,2025-12-16,,NYPD,Street Condition,No Heat,Open,MANHATTAN
69618183,2025-12-11,2025-12-17,HPD,Street Condition,Pothole,Closed,QUEENS
68634331,2025-11-01,2025-11-20,DEP,Water System,Loud Music,Closed,BROOKLYN
60559237,2025-11-27,2025-11-29,NYPD,Street Condition,Leak,Closed,MANHATTAN
61887639,2025-11-26,,DSNY,Street Condition,Leak,Open,QUEENS
62666175,2025-09-06,2025-12-01,DEP,Water System,Leak,Closed,STATEN ISLAND
66266831,2025-09-29,2025-12-17,DSNY,Noise,No Heat,Closed,QUEENS
67078406,2025-09-14,2025-12-25,NYPD,Noise,Loud Music,Closed,BROOKLYN
67454420,2025-09-14,,NYPD,Heat/Hot Water,Blocked Driveway,Open,BROOKLYN
63941149,2025-10-22,2025-11-20,DOT,Heat/Hot Water,Leak,Closed,BROOKLYN
66018387,2025-12-23,2025-12-17,HPD,Heat/Hot Water,Loud Music,Closed,BRONX
66505122,2025-11-17,2025-11-19,DEP,Street Condition,Loud Music,Closed,BROOKLYN
67751276,2025-12-20,,DEP,Water System,Loud Music,Open,QUEENS
64494000,2025-11-09,2025-11-13,DSNY,Heat/Hot Water,Leak,Closed,QUEENS
66689274,2025-11-08,2025-12-25,DSNY,Street Condition,Loud Music,Closed,BROOKLYN
64828463,2025-11-22,,DOT,Noise,Leak,Open,MANHATTAN
62620287,2025-11-18,2025-12-19,HPD,Noise,Blocked Driveway,Closed,QUEENS
64326591,2025-11-08,2025-12-07,DSNY,Heat/Hot Water,No Heat,Closed,MANHATTAN
67444918,2025-09-09,,DSNY,Illegal Parking,Loud Music,Open,BROOKLYN
66363408,2025-10-06,,DEP,Street Condition,Leak,Open,QUEENS
69141509,2025-10-05,,DSNY,Water System,No Heat,Open,MANHATTAN
60850091,2025-12-05,2025-12-06,DSNY,Water System,No Heat,Closed,QUEENS
64348760,2025-12-31,2025-11-08,DSNY,Noise,Leak,Closed,MANHATTAN
61126474,2025-11-03,,HPD,Street Condition,Blocked Driveway,Open,BRONX
65969193,2025-11-20,2025-12-01,DOT,Water System,Loud Music,Closed,BROOKLYN
63539509,2025-09-04,,DSNY,Water System,Loud Music,Open,MANHATTAN
60020374,2025-12-28,2025-11-09,NYPD,Street Condition,Leak,Closed,QUEENS
60375518,2025-12-23,2025-12-31,DOT,Noise,Pothole,Closed,STATEN ISLAND
62371555,2025-11-18,2025-12-31,DOT,Water System,Blocked Driveway,Closed,MANHATTAN
65719900,2025-10-03,,DOT,Water System,No Heat,Open,STATEN ISLAND
68729657,2025-11-12,,DEP,Street Condition,Loud Music,Open,QUEENS
66647142,2025-10-01,2025-12-09,DOT,Street Condition,Leak,Closed,STATEN ISLAND
66073030,2025-12-17,2025-12-06,HPD,Noise,Leak,Closed,STATEN ISLAND
64899520,2025-11-10,,DEP,Heat/Hot Water,Loud Music,Open,BRONX
64416032,2025-10-12,2025-11-27,DOT,Water System,Blocked Driveway,Closed,BROOKLYN
68417091,2025-09-05,2025-11-02,DEP,Illegal Parking,Leak,Closed,BROOKLYN
64094088,2025-12-25,,DOT,Water System,Blocked Driveway,Open,MANHATTAN
62589467,2025-09-09,2025-12-06,DSNY,Street Condition,Loud Music,Closed,STATEN ISLAND
68304379,2025-09-04,2026-01-01,DOT,Street Condition,Pothole,Closed,BROOKLYN
61064343,2025-09-27,2025-12-25,DEP,Water System,Leak,Closed,BROOKLYN
61514109,2025-10-16,2025-11-07,HPD,Noise,Blocked Driveway,Closed,BROOKLYN
69018552,2025-11-04,,DSNY,Illegal Parking,Loud Music,Open,STATEN ISLAND
69135052,2025-09-19,2025-11-29,DSNY,Water System,Loud Music,Closed,BRONX
67722917,2025-09-21,2025-11-07,DEP,Illegal Parking,Leak,Closed,MANHATTAN
61361143,2025-09-07,2025-12-10,DEP,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
63387302,2025-10-20,2025-12-23,DEP,Illegal Parking,No Heat,Closed,STATEN ISLAND
65673589,2025-12-22,2025-11-13,DSNY,Water System,Leak,Closed,BROOKLYN
64177642,2025-10-10,2025-12-07,HPD,Illegal Parking,Blocked Driveway,Closed,MANHATTAN
64243903,2025-09-29,2025-11-25,HPD,Heat/Hot Water,Pothole,Closed,BRONX
66961601,2025-09-25,,DEP,Street Condition,Leak,Open,BRONX
67576797,2025-10-04,2025-12-18,DOT,Noise,Loud Music,Closed,BROOKLYN
68490361,2025-12-17,,DSNY,Heat/Hot Water,Blocked Driveway,Open,QUEENS
68721710,2025-12-21,,DEP,Illegal Parking,Pothole,Open,BRONX
68479838,2025-12-14,,NYPD,Illegal Parking,Leak,Open,STATEN ISLAND
67351609,2025-10-17,2025-11-04,DOT,Street Condition,Pothole,Closed,MANHATTAN
60431217,2025-11-26,2025-12-09,DOT,Street Condition,Pothole,Closed,BRONX
61362279,2025-12-26,,DSNY,Street Condition,No Heat,Open,BROOKLYN
68394342,2025-10-20,2025-11-24,HPD,Street Condition,No Heat,Closed,STATEN ISLAND
62816588,2025-10-09,2025-12-23,DOT,Noise,Blocked Driveway,Closed,MANHATTAN
64412597,2025-11-24,,NYPD,Street Condition,Blocked Driveway,Open,STATEN ISLAND
61057017,2025-11-04,,DOT,Noise,Loud Music,Open,BROOKLYN
64920810,2025-09-23,2025-11-28,HPD,Water System,Pothole,Closed,BROOKLYN
64454527,2025-09-06,2025-11-22,DOT,Street Condition,Blocked Driveway,Closed,BROOKLYN
66406503,2025-09-07,2025-12-23,DSNY,Illegal Parking,Leak,Closed,BRONX
67205730,2025-09-03,2025-12-16,DEP,Noise,Pothole,Closed,MANHATTAN
60127340,2025-11-20,2025-12-13,DSNY,Street Condition,Leak,Closed,BROOKLYN
68162741,2025-12-20,2025-12-06,HPD,Heat/Hot Water,Leak,Closed,QUEENS
61512118,2025-12-18,,HPD,Street Condition,Loud Music,Open,BRONX
61655546,2025-12-04,2025-12-30,DOT,Noise,Leak,Closed,MANHATTAN
63092131,2025-12-02,2025-11-27,DSNY,Heat/Hot Water,No Heat,Closed,MANHATTAN
66646725,2025-12-26,2025-12-02,NYPD,Street Condition,Leak,Closed,STATEN ISLAND
68262807,2025-11-13,2025-11-16,NYPD,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
61172778,2025-10-19,2025-12-01,DSNY,Water System,Loud Music,Closed,BRONX
63722187,2025-10-15,2025-12-04,DEP,Illegal Parking,Pothole,Closed,MANHATTAN
67597547,2025-09-27,2025-11-20,HPD,Noise,Loud Music,Closed,BRONX
69598172,2025-11-23,2025-12-21,DOT,Noise,Loud Music,Closed,STATEN ISLAND
64868292,2025-11-15,2025-11-25,HPD,Water System,Leak,Closed,MANHATTAN
60650338,2025-10-13,2026-01-01,NYPD,Water System,Blocked Driveway,Closed,BRONX
68069698,2025-12-23,2025-12-22,DOT,Illegal Parking,Pothole,Closed,STATEN ISLAND
63705235,2025-12-06,2025-12-22,DSNY,Heat/Hot Water,Loud Music,Closed,STATEN ISLAND
64999506,2025-09-19,2025-11-20,DEP,Water System,Blocked Driveway,Closed,STATEN ISLAND
62455078,2025-11-06,2025-11-18,DEP,Water System,Blocked Driveway,Closed,BRONX
64801524,2025-10-28,2025-12-26,DOT,Noise,Blocked Driveway,Closed,MANHATTAN
62289458,2025-12-10,2025-11-09,DEP,Noise,Blocked Driveway,Closed,BROOKLYN
64650854,2025-11-01,2025-12-04,DSNY,Street Condition,Blocked Driveway,Closed,BROOKLYN
66534112,2025-11-08,2025-11-21,DEP,Heat/Hot Water,Leak,Closed,BROOKLYN
62915120,2025-10-18,2025-11-22,DEP,Street Condition,Leak,Closed,MANHATTAN
63182202,2025-11-16,2025-11-12,NYPD,Illegal Parking,Blocked Driveway,Closed,BRONX
68510279,2025-11-23,,NYPD,Street Condition,No Heat,Open,BROOKLYN
63297148,2025-10-23,2025-12-16,DOT,Water System,Pothole,Closed,BROOKLYN
66312105,2025-09-03,2025-11-13,DSNY,Noise,Pothole,Closed,STATEN ISLAND
65442371,2025-11-18,2025-12-22,DSNY,Illegal Parking,No Heat,Closed,BRONX
64545492,2025-12-19,2025-12-04,DEP,Illegal Parking,Leak,Closed,QUEENS
65662723,2025-11-19,,NYPD,Illegal Parking,Pothole,Open,BRONX
66599774,2025-09-18,2025-12-13,DEP,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
62790437,2025-09-29,2025-12-18,DEP,Noise,Leak,Closed,BROOKLYN
63120956,2025-11-12,,DEP,Heat/Hot Water,No Heat,Open,STATEN ISLAND
60077066,2025-12-29,,NYPD,Heat/Hot Water,Loud Music,Open,BRONX
60973888,2025-10-16,,HPD,Noise,Loud Music,Open,BRONX
69325512,2025-09-23,2025-12-23,DEP,Heat/Hot Water,Leak,Closed,BRONX
66421294,2025-12-23,2025-11-19,NYPD,Water System,Pothole,Closed,MANHATTAN
61427398,2025-11-13,2025-12-23,NYPD,Water System,Loud Music,Closed,STATEN ISLAND
69196648,2025-11-28,2025-11-07,NYPD,Water System,Pothole,Closed,BROOKLYN
69977818,2025-09-22,2025-12-16,DEP,Noise,Loud Music,Closed,MANHATTAN
69226185,2025-12-06,2025-12-14,HPD,Heat/Hot Water,No Heat,Closed,BROOKLYN
63564709,2025-09-15,2025-12-01,DOT,Illegal Parking,Pothole,Closed,STATEN ISLAND
63454685,2025-10-23,2025-12-29,DOT,Illegal Parking,Leak,Closed,QUEENS
69496304,2025-12-25,,DSNY,Water System,Leak,Open,MANHATTAN
69914838,2025-09-28,2025-11-08,DSNY,Noise,Loud Music,Closed,MANHATTAN
69030713,2025-09-05,2025-11-03,DSNY,Water System,Leak,Closed,BROOKLYN
66818054,2025-09-27,2025-12-01,HPD,Noise,Pothole,Closed,MANHATTAN
65761410,2025-12-18,2025-12-05,DEP,Street Condition,Blocked Driveway,Closed,BRONX
65788882,2025-12-17,2025-12-01,NYPD,Heat/Hot Water,No Heat,Closed,BROOKLYN
68925506,2025-12-14,2025-12-04,NYPD,Street Condition,Pothole,Closed,BRONX
67766988,2025-10-30,2025-12-11,HPD,Noise,Loud Music,Closed,BROOKLYN
61644920,2025-10-30,,HPD,Noise,Leak,Open,QUEENS
64766982,2025-09-09,2025-12-12,DOT,Street Condition,Loud Music,Closed,BRONX
67635304,2025-11-14,2025-12-02,DSNY,Street Condition,Blocked Driveway,Closed,BRONX
66079960,2025-11-29,,HPD,Water System,No Heat,Open,QUEENS
65805561,2025-09-19,2025-12-25,HPD,Heat/Hot Water,Pothole,Closed,QUEENS
69861699,2025-11-10,2025-12-07,NYPD,Water System,Pothole,Closed,BROOKLYN
67276500,2025-12-23,2025-12-06,DEP,Water System,Loud Music,Closed,BROOKLYN
65680957,2025-09-28,,HPD,Water System,Leak,Open,STATEN ISLAND
66313822,2025-12-14,2025-12-30,NYPD,Street Condition,Leak,Closed,BRONX
60408210,2025-11-08,2025-12-08,DEP,Street Condition,Leak,Closed,STATEN ISLAND
60089110,2025-10-05,2025-12-24,NYPD,Water System,Blocked Driveway,Closed,BROOKLYN
68419674,2025-09-17,2025-12-31,DSNY,Heat/Hot Water,Pothole,Closed,BRONX
69669513,2025-10-19,,DEP,Water System,Leak,Open,QUEENS
60732396,2025-11-10,2025-12-31,DOT,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
63215671,2025-09-07,2025-12-17,DOT,Noise,Blocked Driveway,Closed,BROOKLYN
66263653,2025-09-05,2025-12-29,NYPD,Water System,Blocked Driveway,Closed,STATEN ISLAND
64303818,2025-10-08,2025-11-08,DSNY,Noise,Loud Music,Closed,QUEENS
66748784,2025-10-03,2025-12-13,DSNY,Noise,Leak,Closed,QUEENS
60816158,2025-10-18,,DOT,Heat/Hot Water,Leak,Open,STATEN ISLAND
64664390,2025-10-20,,DSNY,Noise,Leak,Open,QUEENS
69229298,2025-12-19,,NYPD,Illegal Parking,Leak,Open,STATEN ISLAND
65368957,2025-09-25,2025-12-16,DEP,Noise,Blocked Driveway,Closed,QUEENS
64034109,2025-12-16,2025-11-11,DSNY,Illegal Parking,Loud Music,Closed,BROOKLYN
61275939,2025-09-21,2025-11-18,DEP,Water System,Pothole,Closed,BROOKLYN
61329707,2025-11-30,2025-11-05,HPD,Heat/Hot Water,Leak,Closed,BROOKLYN
62431107,2025-10-05,2025-11-16,NYPD,Noise,Pothole,Closed,MANHATTAN
63037252,2025-12-26,2025-11-22,DOT,Water System,Blocked Driveway,Closed,MANHATTAN
65198753,2025-11-19,2025-12-09,HPD,Illegal Parking,Pothole,Closed,MANHATTAN
62457351,2025-09-30,,HPD,Water System,Leak,Open,BROOKLYN
62657871,2025-09-08,,DOT,Illegal Parking,Loud Music,Open,QUEENS
69773737,2025-11-21,,HPD,Illegal Parking,No Heat,Open,BROOKLYN
67449281,2025-10-13,2025-11-03,DOT,Street Condition,Loud Music,Closed,BROOKLYN
65629947,2025-12-01,2025-12-27,HPD,Noise,No Heat,Closed,BRONX
63153874,2025-11-12,2025-11-19,HPD,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
63851337,2025-09-05,2025-12-18,NYPD,Illegal Parking,Loud Music,Closed,MANHATTAN
63460093,2025-10-30,2025-12-09,DOT,Illegal Parking,Leak,Closed,MANHATTAN
61748612,2025-10-01,2025-11-07,HPD,Heat/Hot Water,Loud Music,Closed,STATEN ISLAND
63981624,2025-09-21,2025-11-02,DOT,Noise,Leak,Closed,MANHATTAN
62436644,2026-01-01,2025-12-19,DEP,Water System,Pothole,Closed,BROOKLYN
68358264,2025-12-20,2025-11-09,DEP,Illegal Parking,Leak,Closed,STATEN ISLAND
63853344,2025-11-24,2025-12-11,NYPD,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
69683678,2025-11-22,2025-11-15,NYPD,Water System,Leak,Closed,QUEENS
65083246,2025-11-16,2025-11-03,DSNY,Street Condition,Blocked Driveway,Closed,BRONX
68139433,2025-11-03,,HPD,Noise,Loud Music,Open,QUEENS
68146235,2025-10-28,2025-11-16,NYPD,Street Condition,Loud Music,Closed,STATEN ISLAND
63393367,2025-11-05,,DSNY,Noise,Blocked Driveway,Open,STATEN ISLAND
62060805,2025-10-03,2025-11-03,DEP,Street Condition,Blocked Driveway,Closed,BROOKLYN
61626672,2025-09-29,2025-12-22,NYPD,Street Condition,Blocked Driveway,Closed,QUEENS
63391462,2025-12-08,2025-11-22,DSNY,Noise,Loud Music,Closed,BROOKLYN
68163819,2025-12-30,2025-11-18,NYPD,Noise,Blocked Driveway,Closed,STATEN ISLAND
63818781,2025-12-02,,NYPD,Street Condition,Blocked Driveway,Open,MANHATTAN
62379088,2025-09-23,2025-12-11,NYPD,Street Condition,Leak,Closed,BROOKLYN
64033238,2025-12-28,2025-11-08,DOT,Heat/Hot Water,Leak,Closed,MANHATTAN
63768441,2025-11-15,2025-12-02,DEP,Water System,Loud Music,Closed,MANHATTAN
67966778,2025-09-14,,DEP,Heat/Hot Water,Leak,Open,BRONX
60155865,2025-09-24,,NYPD,Street Condition,No Heat,Open,BROOKLYN
69212030,2025-12-17,2025-12-05,DOT,Illegal Parking,Leak,Closed,QUEENS
67476088,2025-09-09,2025-12-06,DOT,Heat/Hot Water,Loud Music,Closed,BROOKLYN
69878017,2025-11-26,2025-12-12,DOT,Water System,Loud Music,Closed,BRONX
62452708,2025-09-20,2025-11-09,DEP,Water System,Leak,Closed,STATEN ISLAND
65941017,2025-10-24,2025-11-14,NYPD,Water System,Loud Music,Closed,BROOKLYN
65074480,2025-10-07,,DOT,Heat/Hot Water,No Heat,Open,BROOKLYN
67590600,2025-11-05,2025-12-16,DOT,Street Condition,Leak,Closed,STATEN ISLAND
63767051,2025-11-28,,DOT,Heat/Hot Water,Pothole,Open,BROOKLYN
62273001,2025-11-04,2025-12-22,DSNY,Water System,No Heat,Closed,BROOKLYN
67951446,2025-09-14,2025-12-19,DSNY,Noise,Pothole,Closed,BROOKLYN
61793332,2025-10-02,2025-12-21,NYPD,Heat/Hot Water,No Heat,Closed,BROOKLYN
60794471,2025-11-08,2025-11-28,NYPD,Water System,No Heat,Closed,QUEENS
68983471,2025-09-15,,NYPD,Street Condition,Blocked Driveway,Open,BRONX
67717312,2025-12-29,2025-11-14,DSNY,Noise,Pothole,Closed,QUEENS
68389974,2025-11-13,2025-12-17,DOT,Noise,Pothole,Closed,BROOKLYN
65956591,2025-12-31,2025-12-07,DEP,Heat/Hot Water,Loud Music,Closed,BROOKLYN
69787092,2025-10-18,2025-11-23,HPD,Noise,Loud Music,Closed,BRONX
65379250,2025-09-26,2025-11-15,DEP,Water System,Blocked Driveway,Closed,MANHATTAN
61434457,2025-10-26,2025-12-24,DSNY,Heat/Hot Water,Loud Music,Closed,MANHATTAN
60456545,2025-10-15,2025-11-16,HPD,Water System,No Heat,Closed,BROOKLYN
60420482,2025-10-10,2025-12-26,DEP,Heat/Hot Water,Leak,Closed,BRONX
62572462,2025-12-30,2025-12-17,DOT,Water System,No Heat,Closed,MANHATTAN
60084786,2025-11-27,2025-12-01,DOT,Street Condition,No Heat,Closed,QUEENS
62011529,2025-09-08,2025-12-17,DOT,Water System,Pothole,Closed,BRONX
67793185,2025-09-25,2025-12-10,HPD,Noise,No Heat,Closed,BROOKLYN
65139140,2025-09-06,,DOT,Illegal Parking,Loud Music,Open,QUEENS
68381576,2025-11-13,2025-11-25,NYPD,Heat/Hot Water,Leak,Closed,BRONX
64441848,2025-12-07,2025-12-27,DSNY,Illegal Parking,Pothole,Closed,STATEN ISLAND
62897078,2025-12-02,2025-11-11,DOT,Street Condition,Loud Music,Closed,BRONX
62399404,2025-10-25,2025-12-10,HPD,Illegal Parking,Loud Music,Closed,QUEENS
67711899,2025-11-17,,DOT,Water System,Pothole,Open,QUEENS
67537347,2025-10-10,2026-01-01,DSNY,Illegal Parking,Loud Music,Closed,BRONX
62515826,2025-09-21,2025-12-24,HPD,Water System,Pothole,Closed,MANHATTAN
61700823,2025-09-26,,DSNY,Illegal Parking,Leak,Open,QUEENS
69596496,2025-09-24,2025-12-27,NYPD,Street Condition,Leak,Closed,QUEENS
62612701,2025-11-08,2025-11-23,HPD,Noise,Loud Music,Closed,BROOKLYN
67709632,2025-11-22,,DEP,Street Condition,Blocked Driveway,Open,STATEN ISLAND
67661227,2025-10-01,,HPD,Street Condition,Leak,Open,MANHATTAN
69726660,2025-09-04,2025-11-14,DSNY,Heat/Hot Water,Loud Music,Closed,BROOKLYN
64472398,2025-10-26,2025-12-18,DOT,Noise,Loud Music,Closed,STATEN ISLAND
69992625,2025-09-10,2025-12-17,HPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
69124732,2025-11-12,2025-12-08,NYPD,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
69753139,2025-12-27,2025-11-12,DOT,Noise,Pothole,Closed,BROOKLYN
62027150,2025-10-26,2025-12-15,DOT,Illegal Parking,Loud Music,Closed,QUEENS
67459854,2025-12-12,,DEP,Heat/Hot Water,Leak,Open,BROOKLYN
60331763,2025-12-21,2025-12-07,DOT,Street Condition,No Heat,Closed,QUEENS
69024008,2025-10-03,,DEP,Noise,Loud Music,Open,QUEENS
67632696,2025-10-05,2025-11-26,DEP,Illegal Parking,Blocked Driveway,Closed,MANHATTAN
64565367,2025-11-02,2025-11-19,HPD,Heat/Hot Water,Leak,Closed,QUEENS
63284005,2025-09-10,2025-11-30,NYPD,Noise,Leak,Closed,MANHATTAN
67181691,2025-11-05,2025-11-24,DOT,Street Condition,Leak,Closed,BROOKLYN
60398364,2025-09-06,2025-12-05,DOT,Heat/Hot Water,No Heat,Closed,MANHATTAN
61579503,2025-12-31,2025-12-24,DSNY,Noise,Blocked Driveway,Closed,BROOKLYN
69046757,2025-09-20,2025-12-24,DOT,Noise,Pothole,Closed,BRONX
60901261,2025-12-06,2025-12-14,DEP,Noise,Pothole,Closed,BRONX
60274425,2025-10-29,,NYPD,Water System,Leak,Open,BROOKLYN
60516004,2025-12-28,2025-12-30,HPD,Noise,Leak,Closed,BROOKLYN
63048766,2025-11-02,2025-11-12,DEP,Noise,Pothole,Closed,BROOKLYN
62634166,2025-12-20,,DEP,Water System,Pothole,Open,STATEN ISLAND
67178156,2025-12-13,2025-12-28,HPD,Heat/Hot Water,Leak,Closed,QUEENS
63009135,2025-12-31,2025-12-05,DOT,Heat/Hot Water,Loud Music,Closed,MANHATTAN
62468736,2025-12-02,2025-11-05,DOT,Heat/Hot Water,No Heat,Closed,MANHATTAN
69885334,2025-12-09,,DOT,Water System,Leak,Open,STATEN ISLAND
65565993,2025-09-18,,DSNY,Water System,Pothole,Open,QUEENS
60768780,2025-10-21,2025-11-13,DOT,Street Condition,Blocked Driveway,Closed,BROOKLYN
62680760,2025-11-20,2025-12-24,HPD,Noise,No Heat,Closed,BRONX
65062187,2025-12-26,2025-12-04,HPD,Noise,Blocked Driveway,Closed,MANHATTAN
62353802,2025-09-28,2025-12-04,DOT,Illegal Parking,Loud Music,Closed,MANHATTAN
66725218,2025-11-01,2026-01-01,HPD,Water System,Blocked Driveway,Closed,QUEENS
61973751,2025-11-04,2025-11-19,NYPD,Noise,Leak,Closed,BROOKLYN
63763025,2025-12-23,2025-12-05,DEP,Illegal Parking,No Heat,Closed,BROOKLYN
69249099,2025-11-19,2025-12-27,DEP,Water System,Loud Music,Closed,QUEENS
63552663,2025-09-28,2025-12-26,DEP,Illegal Parking,Pothole,Closed,BROOKLYN
68164255,2025-11-19,2025-12-30,DSNY,Noise,Pothole,Closed,BRONX
61052475,2025-10-26,2025-12-01,DSNY,Heat/Hot Water,No Heat,Closed,MANHATTAN
66385295,2025-10-12,,DEP,Water System,Blocked Driveway,Open,BROOKLYN
67746556,2025-09-23,,DSNY,Street Condition,No Heat,Open,STATEN ISLAND
63782095,2025-12-29,2025-12-06,DSNY,Street Condition,Pothole,Closed,BRONX
69155882,2025-10-17,2026-01-01,DEP,Water System,Pothole,Closed,STATEN ISLAND
67509657,2025-10-12,2025-11-15,DOT,Illegal Parking,Leak,Closed,BROOKLYN
60200815,2025-09-25,,DEP,Street Condition,Leak,Open,STATEN ISLAND
66708029,2025-11-08,2025-12-07,DSNY,Illegal Parking,Leak,Closed,BROOKLYN
60712044,2025-11-12,2025-11-04,DEP,Noise,Blocked Driveway,Closed,BRONX
61582550,2025-12-13,2025-12-19,DOT,Street Condition,Pothole,Closed,BROOKLYN
61254332,2025-11-28,,DSNY,Heat/Hot Water,Blocked Driveway,Open,BRONX
64864982,2025-10-11,2025-12-25,DSNY,Illegal Parking,Pothole,Closed,STATEN ISLAND
63592660,2025-09-23,2025-12-23,DOT,Noise,Loud Music,Closed,BROOKLYN
60335024,2025-10-30,,DEP,Water System,Loud Music,Open,BROOKLYN
66118591,2025-09-05,2025-12-29,DOT,Heat/Hot Water,Loud Music,Closed,MANHATTAN
67753647,2025-10-29,2025-11-02,DEP,Street Condition,Loud Music,Closed,BROOKLYN
63784018,2025-12-23,,DSNY,Water System,Loud Music,Open,BROOKLYN
68595617,2026-01-01,2025-11-08,NYPD,Heat/Hot Water,Pothole,Closed,MANHATTAN
68739199,2025-12-29,2025-12-13,HPD,Water System,Blocked Driveway,Closed,BRONX
69975924,2025-12-25,2025-12-20,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
67412478,2025-09-08,2025-12-22,DOT,Water System,No Heat,Closed,STATEN ISLAND
60805328,2025-10-19,2025-12-04,NYPD,Street Condition,No Heat,Closed,BRONX
68448188,2025-12-15,2025-12-03,DSNY,Noise,Blocked Driveway,Closed,BROOKLYN
65659313,2025-11-26,,DEP,Noise,Pothole,Open,STATEN ISLAND
65729028,2025-11-10,2025-11-10,DEP,Street Condition,Pothole,Closed,BRONX
61118230,2025-12-19,2025-12-16,NYPD,Water System,Leak,Closed,QUEENS
65724205,2025-09-04,2025-11-04,DEP,Illegal Parking,Blocked Driveway,Closed,MANHATTAN
63798892,2025-11-26,2025-11-11,DOT,Street Condition,Loud Music,Closed,QUEENS
67227145,2025-12-04,,HPD,Water System,No Heat,Open,BRONX
62387876,2025-11-28,2025-11-15,DEP,Noise,Leak,Closed,BRONX
60849743,2025-11-11,2025-11-29,HPD,Heat/Hot Water,Pothole,Closed,MANHATTAN
60850444,2025-12-21,2025-11-23,DSNY,Street Condition,Loud Music,Closed,MANHATTAN
67910239,2025-10-10,2025-11-15,DSNY,Water System,Leak,Closed,QUEENS
62969587,2025-09-17,,DOT,Street Condition,Blocked Driveway,Open,BRONX
61031909,2025-10-09,2025-11-05,NYPD,Water System,Blocked Driveway,Closed,MANHATTAN
62302289,2025-09-10,,DOT,Water System,Pothole,Open,MANHATTAN
66975250,2025-11-12,2025-12-07,DOT,Noise,Blocked Driveway,Closed,QUEENS
69265019,2025-10-16,,DSNY,Illegal Parking,No Heat,Open,BRONX
60595122,2025-11-29,2025-12-17,NYPD,Heat/Hot Water,No Heat,Closed,MANHATTAN
62879391,2025-09-15,,DEP,Noise,Pothole,Open,BRONX
60422759,2025-11-10,2025-12-06,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
65975486,2025-09-26,2025-11-06,DSNY,Noise,Leak,Closed,QUEENS
64396258,2025-09-17,2025-11-05,DEP,Heat/Hot Water,Pothole,Closed,QUEENS
