No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,observed_at,missing_pollutant_count,data_nature
27605,2016,4,24,4,39.0,70.0,7.0,63.0,1100.0,2.0,7.1,1009.6,-0.6,0.0,ENE,1.2,Tiantan,2016-04-24 04:00:00,0,public-derived
27625,2016,4,25,0,42.0,144.0,20.0,23.0,600.0,100.0,20.9,1004.2,9.8,0.0,SSW,3.5,Tiantan,2016-04-25 00:00:00,0,public-derived
27645,2016,4,25,20,49.0,137.0,6.0,24.0,500.0,155.0,21.1,1009.4,10.3,0.0,ESE,5.0,Tiantan,2016-04-25 20:00:00,0,public-derived
27665,2016,4,26,16,,,22.0,22.0,600.0,157.0,21.9,1009.3,4.9,0.0,SSE,2.8,Tiantan,2016-04-26 16:00:00,2,public-derived
27685,2016,4,27,12,,,,,,,16.0,1010.5,9.0,0.0,NW,2.6,Tiantan,2016-04-27 12:00:00,6,public-derived
27705,2016,4,28,8,68.0,81.0,5.0,79.0,1000.0,46.0,16.7,1012.3,8.9,0.0,NE,1.9,Tiantan,2016-04-28 08:00:00,0,public-derived
27725,2016,4,29,4,27.0,61.0,9.0,50.0,600.0,48.0,11.8,1007.7,3.8,0.0,ENE,1.4,Tiantan,2016-04-29 04:00:00,0,public-derived
27745,2016,4,30,0,176.0,176.0,5.0,128.0,2400.0,3.0,16.8,999.3,12.3,0.0,WNW,0.4,Tiantan,2016-04-30 00:00:00,0,public-derived
27765,2016,4,30,20,91.0,156.0,12.0,40.0,1000.0,157.0,24.0,997.3,15.2,0.0,SE,2.3,Tiantan,2016-04-30 20:00:00,0,public-derived
27785,2016,5,1,16,169.0,188.0,35.0,19.0,1900.0,300.0,27.8,993.6,15.1,0.0,SSW,1.3,Tiantan,2016-05-01 16:00:00,0,public-derived
27805,2016,5,2,12,29.0,64.0,2.0,21.0,400.0,74.0,12.4,1007.1,9.4,1.1,NNW,2.9,Tiantan,2016-05-02 12:00:00,0,public-derived
27825,2016,5,3,8,5.0,21.0,3.0,41.0,500.0,45.0,17.8,997.8,-1.0,0.0,NW,3.1,Tiantan,2016-05-03 08:00:00,0,public-derived
27845,2016,5,4,4,11.0,50.0,2.0,63.0,500.0,2.0,12.5,1000.8,0.6,0.0,W,0.9,Tiantan,2016-05-04 04:00:00,0,public-derived
27865,2016,5,5,0,32.0,50.0,6.0,48.0,600.0,53.0,19.1,1003.0,2.4,0.0,ENE,1.3,Tiantan,2016-05-05 00:00:00,0,public-derived
27885,2016,5,5,20,56.0,131.0,9.0,44.0,1300.0,101.0,20.0,1000.6,10.4,0.0,SE,1.8,Tiantan,2016-05-05 20:00:00,0,public-derived
27905,2016,5,6,16,21.0,51.0,2.0,19.0,300.0,99.0,25.4,1005.9,-4.1,0.0,NW,2.2,Tiantan,2016-05-06 16:00:00,0,public-derived
27925,2016,5,7,12,27.0,27.0,2.0,13.0,200.0,108.0,24.3,1014.4,-9.3,0.0,SE,1.7,Tiantan,2016-05-07 12:00:00,0,public-derived
27945,2016,5,8,8,71.0,118.0,16.0,88.0,1000.0,10.0,17.9,1010.9,3.7,0.0,SE,0.8,Tiantan,2016-05-08 08:00:00,0,public-derived
27965,2016,5,9,4,31.0,60.0,4.0,26.0,600.0,34.0,16.2,1007.4,7.9,0.0,SE,1.1,Tiantan,2016-05-09 04:00:00,0,public-derived
27985,2016,5,10,0,36.0,49.0,2.0,55.0,900.0,2.0,13.9,1008.1,10.9,0.0,E,1.5,Tiantan,2016-05-10 00:00:00,0,public-derived
28005,2016,5,10,20,39.0,131.0,8.0,19.0,600.0,166.0,24.7,1002.1,8.2,0.0,SSW,3.4,Tiantan,2016-05-10 20:00:00,0,public-derived
28025,2016,5,11,16,144.0,155.0,18.0,18.0,1300.0,206.0,25.9,993.9,15.0,0.0,S,2.4,Tiantan,2016-05-11 16:00:00,0,public-derived
28045,2016,5,12,12,14.0,14.0,2.0,18.0,300.0,74.0,16.7,1009.5,0.3,0.0,NNW,4.9,Tiantan,2016-05-12 12:00:00,0,public-derived
28065,2016,5,13,8,42.0,94.0,2.0,87.0,900.0,4.0,15.9,1018.9,5.2,0.0,E,1.2,Tiantan,2016-05-13 08:00:00,0,public-derived
28085,2016,5,14,4,19.0,86.0,2.0,12.0,300.0,103.0,12.9,1014.7,9.3,1.7,WSW,2.6,Tiantan,2016-05-14 04:00:00,0,public-derived
28105,2016,5,15,0,54.0,54.0,2.0,31.0,800.0,17.0,13.4,1010.6,12.0,0.0,SSE,0.7,Tiantan,2016-05-15 00:00:00,0,public-derived
28125,2016,5,15,20,3.0,88.0,2.0,21.0,300.0,48.0,16.5,1006.7,1.7,0.0,SW,0.2,Tiantan,2016-05-15 20:00:00,0,public-derived
28145,2016,5,16,16,3.0,24.0,3.0,8.0,300.0,151.0,30.6,1001.1,0.1,0.0,SW,4.8,Tiantan,2016-05-16 16:00:00,0,public-derived
28165,2016,5,17,12,93.0,157.0,15.0,105.0,900.0,112.0,29.2,1005.1,9.3,0.0,SSW,2.3,Tiantan,2016-05-17 12:00:00,0,public-derived
28185,2016,5,18,8,71.0,120.0,14.0,51.0,700.0,78.0,23.1,1009.2,12.4,0.0,SSW,2.1,Tiantan,2016-05-18 08:00:00,0,public-derived
28205,2016,5,19,4,74.0,83.0,3.0,37.0,800.0,66.0,20.1,1009.3,11.0,0.0,SSW,0.9,Tiantan,2016-05-19 04:00:00,0,public-derived
28225,2016,5,20,0,58.0,64.0,19.0,26.0,800.0,168.0,22.6,1011.1,7.2,0.0,S,1.3,Tiantan,2016-05-20 00:00:00,0,public-derived
28245,2016,5,20,20,53.0,142.0,19.0,40.0,800.0,104.0,24.6,1011.1,10.1,0.0,ESE,2.1,Tiantan,2016-05-20 20:00:00,0,public-derived
28265,2016,5,21,16,53.0,53.0,23.0,14.0,900.0,247.0,28.7,1012.9,4.2,0.0,ESE,3.7,Tiantan,2016-05-21 16:00:00,0,public-derived
28285,2016,5,22,12,47.0,96.0,10.0,25.0,600.0,181.0,27.7,1013.6,8.0,0.0,S,1.2,Tiantan,2016-05-22 12:00:00,0,public-derived
28305,2016,5,23,8,92.0,128.0,38.0,90.0,2100.0,27.0,21.1,1007.5,11.1,0.0,E,0.7,Tiantan,2016-05-23 08:00:00,0,public-derived
28325,2016,5,24,4,8.0,8.0,2.0,52.0,400.0,2.0,12.0,1001.5,8.5,0.0,SW,0.8,Tiantan,2016-05-24 04:00:00,0,public-derived
28345,2016,5,25,0,3.0,125.0,2.0,23.0,300.0,90.0,19.9,998.9,9.2,0.0,NNE,0.6,Tiantan,2016-05-25 00:00:00,0,public-derived
28365,2016,5,25,20,14.0,48.0,2.0,23.0,300.0,111.0,23.2,1002.7,5.6,0.0,WSW,0.5,Tiantan,2016-05-25 20:00:00,0,public-derived
28385,2016,5,26,16,13.0,17.0,2.0,21.0,200.0,124.0,30.1,1004.3,0.6,0.0,WNW,1.6,Tiantan,2016-05-26 16:00:00,0,public-derived
28405,2016,5,27,12,53.0,78.0,12.0,28.0,400.0,173.0,29.1,1005.9,5.8,0.0,SSW,3.5,Tiantan,2016-05-27 12:00:00,0,public-derived
28425,2016,5,28,8,51.0,124.0,9.0,85.0,700.0,21.0,22.5,1003.7,9.6,0.0,SSW,0.8,Tiantan,2016-05-28 08:00:00,0,public-derived
28445,2016,5,29,4,65.0,81.0,3.0,48.0,700.0,13.0,17.9,1001.8,14.0,0.0,NE,1.0,Tiantan,2016-05-29 04:00:00,0,public-derived
28465,2016,5,30,0,51.0,132.0,15.0,28.0,900.0,78.0,23.3,1001.2,9.3,0.0,SSE,2.3,Tiantan,2016-05-30 00:00:00,0,public-derived
28485,2016,5,30,20,105.0,172.0,28.0,25.0,1400.0,247.0,31.3,996.3,16.5,0.0,S,1.2,Tiantan,2016-05-30 20:00:00,0,public-derived
28505,2016,5,31,16,34.0,142.0,13.0,19.0,900.0,101.0,25.8,1006.3,4.3,0.0,S,1.4,Tiantan,2016-05-31 16:00:00,0,public-derived
28525,2016,6,1,12,49.0,97.0,10.0,59.0,900.0,76.0,27.0,1008.9,7.9,0.0,NNE,1.6,Tiantan,2016-06-01 12:00:00,0,public-derived
28545,2016,6,2,8,59.0,157.0,12.0,120.0,1200.0,6.0,23.2,1007.5,8.1,0.0,ENE,1.5,Tiantan,2016-06-02 08:00:00,0,public-derived
28565,2016,6,3,4,49.0,95.0,9.0,54.0,1100.0,34.0,19.0,1002.6,9.2,0.0,NE,1.3,Tiantan,2016-06-03 04:00:00,0,public-derived
28585,2016,6,4,0,70.0,71.0,17.0,27.0,1100.0,126.0,25.4,1001.0,11.9,0.0,SW,2.6,Tiantan,2016-06-04 00:00:00,0,public-derived
28605,2016,6,4,20,74.0,170.0,13.0,31.0,900.0,202.0,28.1,1002.9,12.0,0.0,SSE,1.9,Tiantan,2016-06-04 20:00:00,0,public-derived
28625,2016,6,5,16,73.0,73.0,16.0,13.0,700.0,242.0,30.5,1003.3,13.3,0.0,SSE,2.4,Tiantan,2016-06-05 16:00:00,0,public-derived
28645,2016,6,6,12,118.0,124.0,15.0,28.0,1100.0,168.0,27.2,1005.0,16.5,0.0,ESE,2.4,Tiantan,2016-06-06 12:00:00,0,public-derived
28665,2016,6,7,8,38.0,38.0,2.0,26.0,700.0,53.0,18.9,1009.2,15.2,0.0,ESE,1.6,Tiantan,2016-06-07 08:00:00,0,public-derived
28685,2016,6,8,4,101.0,101.0,2.0,18.0,1300.0,13.0,19.4,1004.7,17.5,0.0,SSE,0.6,Tiantan,2016-06-08 04:00:00,0,public-derived
28705,2016,6,9,0,175.0,175.0,3.0,59.0,1500.0,122.0,24.9,1003.3,18.8,0.0,SE,2.3,Tiantan,2016-06-09 00:00:00,0,public-derived
28725,2016,6,9,20,49.0,95.0,2.0,25.0,500.0,171.0,31.7,997.5,12.5,0.0,S,1.9,Tiantan,2016-06-09 20:00:00,0,public-derived
28745,2016,6,10,16,36.0,36.0,3.0,9.0,600.0,159.0,23.0,997.1,17.7,17.9,ESE,1.6,Tiantan,2016-06-10 16:00:00,0,public-derived
28765,2016,6,11,12,3.0,5.0,4.0,6.0,400.0,104.0,28.9,1003.2,11.9,0.0,N,2.6,Tiantan,2016-06-11 12:00:00,0,public-derived
28785,2016,6,12,8,103.0,103.0,6.0,37.0,1400.0,58.0,21.9,1005.1,16.8,0.0,E,1.0,Tiantan,2016-06-12 08:00:00,0,public-derived
28805,2016,6,13,4,61.0,61.0,4.0,21.0,600.0,131.0,20.1,999.4,17.7,0.3,E,1.5,Tiantan,2016-06-13 04:00:00,0,public-derived
28825,2016,6,14,0,67.0,67.0,2.0,33.0,700.0,44.0,19.9,996.3,17.1,0.0,WNW,1.2,Tiantan,2016-06-14 00:00:00,0,public-derived
28845,2016,6,14,20,30.0,30.0,2.0,34.0,700.0,32.0,18.1,997.8,16.1,0.0,NNE,1.7,Tiantan,2016-06-14 20:00:00,0,public-derived
28865,2016,6,15,16,20.0,49.0,4.0,11.0,400.0,181.0,30.9,996.1,11.8,0.0,SW,2.1,Tiantan,2016-06-15 16:00:00,0,public-derived
28885,2016,6,16,12,43.0,74.0,2.0,64.0,800.0,118.0,32.0,994.3,13.2,0.0,WSW,1.6,Tiantan,2016-06-16 12:00:00,0,public-derived
28905,2016,6,17,8,29.0,76.0,2.0,67.0,700.0,35.0,24.4,993.3,15.1,0.0,ENE,2.1,Tiantan,2016-06-17 08:00:00,0,public-derived
28925,2016,6,18,4,36.0,61.0,2.0,66.0,800.0,2.0,19.6,999.4,16.2,0.0,ENE,1.4,Tiantan,2016-06-18 04:00:00,0,public-derived
28945,2016,6,19,0,61.0,61.0,5.0,36.0,900.0,111.0,26.3,1001.8,16.0,0.0,WSW,2.4,Tiantan,2016-06-19 00:00:00,0,public-derived
28965,2016,6,19,20,40.0,77.0,5.0,39.0,500.0,108.0,32.7,998.4,10.7,0.0,SSW,1.6,Tiantan,2016-06-19 20:00:00,0,public-derived
28985,2016,6,20,16,52.0,110.0,7.0,11.0,100.0,139.0,32.8,996.0,18.2,0.0,SSW,2.4,Tiantan,2016-06-20 16:00:00,0,public-derived
29005,2016,6,21,12,163.0,163.0,4.0,23.0,1300.0,221.0,32.0,998.0,21.8,0.0,E,2.6,Tiantan,2016-06-21 12:00:00,0,public-derived
29025,2016,6,22,8,39.0,47.0,2.0,47.0,800.0,60.0,24.8,999.8,18.3,0.0,E,1.6,Tiantan,2016-06-22 08:00:00,0,public-derived
29045,2016,6,23,4,36.0,76.0,2.0,40.0,600.0,47.0,25.4,998.0,19.3,0.0,NE,1.4,Tiantan,2016-06-23 04:00:00,0,public-derived
29065,2016,6,24,0,42.0,54.0,2.0,44.0,800.0,43.0,23.5,1000.3,16.3,0.0,SW,0.7,Tiantan,2016-06-24 00:00:00,0,public-derived
29085,2016,6,24,20,12.0,36.0,3.0,32.0,200.0,42.0,29.4,1001.1,5.5,0.0,NNE,2.1,Tiantan,2016-06-24 20:00:00,0,public-derived
29105,2016,6,25,16,,,,,,,37.3,1000.3,6.3,0.0,WNW,2.2,Tiantan,2016-06-25 16:00:00,6,public-derived
29125,2016,6,26,12,53.0,88.0,11.0,48.0,600.0,216.0,34.1,1001.2,13.5,0.0,ESE,2.4,Tiantan,2016-06-26 12:00:00,0,public-derived
29145,2016,6,27,8,69.0,100.0,16.0,75.0,900.0,54.0,26.3,1000.0,13.1,0.0,N,3.4,Tiantan,2016-06-27 08:00:00,0,public-derived
29165,2016,6,28,4,68.0,68.0,2.0,28.0,600.0,66.0,20.1,1001.3,18.8,1.6,ENE,1.6,Tiantan,2016-06-28 04:00:00,0,public-derived
29185,2016,6,29,0,102.0,102.0,2.0,43.0,1000.0,22.0,21.0,1000.8,20.0,0.1,ENE,1.3,Tiantan,2016-06-29 00:00:00,0,public-derived
29205,2016,6,29,20,122.0,122.0,2.0,40.0,1000.0,88.0,24.0,999.6,22.1,0.0,ESE,1.1,Tiantan,2016-06-29 20:00:00,0,public-derived
29225,2016,6,30,16,34.0,34.0,3.0,9.0,500.0,221.0,32.9,997.0,16.3,0.0,S,1.9,Tiantan,2016-06-30 16:00:00,0,public-derived
29245,2016,7,1,12,3.0,15.0,2.0,4.0,300.0,111.0,30.4,999.8,12.8,0.0,NNE,2.7,Tiantan,2016-07-01 12:00:00,0,public-derived
29265,2016,7,2,8,111.0,119.0,3.0,82.0,1900.0,25.0,24.9,1001.9,19.7,0.0,NNE,1.7,Tiantan,2016-07-02 08:00:00,0,public-derived
29285,2016,7,3,4,72.0,83.0,5.0,58.0,900.0,28.0,25.9,1001.7,17.8,0.0,S,1.1,Tiantan,2016-07-03 04:00:00,0,public-derived
29305,2016,7,4,0,124.0,124.0,5.0,33.0,1200.0,79.0,26.7,1002.1,21.0,0.0,SE,1.5,Tiantan,2016-07-04 00:00:00,0,public-derived
29325,2016,7,4,20,100.0,100.0,11.0,32.0,1100.0,165.0,28.5,1003.9,19.2,0.0,SE,3.1,Tiantan,2016-07-04 20:00:00,0,public-derived
29345,2016,7,5,16,71.0,80.0,7.0,9.0,900.0,247.0,32.1,1004.9,17.2,0.0,SSE,2.2,Tiantan,2016-07-05 16:00:00,0,public-derived
29365,2016,7,6,12,77.0,77.0,8.0,18.0,700.0,213.0,32.0,1007.7,17.1,0.0,SW,2.1,Tiantan,2016-07-06 12:00:00,0,public-derived
29385,2016,7,7,8,114.0,114.0,9.0,49.0,1100.0,38.0,26.4,1008.4,20.9,0.0,SE,1.8,Tiantan,2016-07-07 08:00:00,0,public-derived
29405,2016,7,8,4,66.0,66.0,7.0,36.0,700.0,31.0,24.1,1005.7,20.8,0.0,ESE,2.8,Tiantan,2016-07-08 04:00:00,0,public-derived
29425,2016,7,9,0,41.0,41.0,8.0,40.0,600.0,58.0,27.8,1002.4,21.8,0.0,ESE,1.7,Tiantan,2016-07-09 00:00:00,0,public-derived
29445,2016,7,9,20,74.0,75.0,4.0,17.0,600.0,169.0,32.8,998.4,22.0,0.0,S,1.7,Tiantan,2016-07-09 20:00:00,0,public-derived
29465,2016,7,10,16,53.0,53.0,7.0,4.0,800.0,190.0,35.6,996.1,20.7,0.0,SSW,3.9,Tiantan,2016-07-10 16:00:00,0,public-derived
29485,2016,7,11,12,100.0,102.0,13.0,8.0,800.0,152.0,33.4,995.9,20.5,0.0,SW,4.9,Tiantan,2016-07-11 12:00:00,0,public-derived
29505,2016,7,12,8,68.0,95.0,10.0,56.0,800.0,25.0,29.2,994.8,21.7,0.0,SSW,1.7,Tiantan,2016-07-12 08:00:00,0,public-derived
29525,2016,7,13,4,27.0,31.0,3.0,44.0,600.0,6.0,22.6,999.7,20.5,0.0,NNW,0.6,Tiantan,2016-07-13 04:00:00,0,public-derived
29545,2016,7,14,0,41.0,73.0,8.0,49.0,800.0,82.0,30.8,1001.2,17.5,0.0,SSW,3.7,Tiantan,2016-07-14 00:00:00,0,public-derived
29565,2016,7,14,20,24.0,32.0,6.0,27.0,700.0,57.0,24.2,1002.5,20.7,0.0,E,3.5,Tiantan,2016-07-14 20:00:00,0,public-derived
29585,2016,7,15,16,33.0,33.0,3.0,60.0,800.0,57.0,22.7,999.1,19.1,0.0,ENE,0.7,Tiantan,2016-07-15 16:00:00,0,public-derived
29605,2016,7,16,12,35.0,46.0,4.0,45.0,800.0,67.0,25.7,999.4,17.6,0.0,NNE,1.6,Tiantan,2016-07-16 12:00:00,0,public-derived
29625,2016,7,17,8,63.0,90.0,5.0,73.0,1200.0,9.0,24.6,1003.6,19.4,0.0,ENE,0.6,Tiantan,2016-07-17 08:00:00,0,public-derived
29645,2016,7,18,4,90.0,90.0,7.0,53.0,1000.0,34.0,23.9,1003.5,20.0,0.0,ESE,0.6,Tiantan,2016-07-18 04:00:00,0,public-derived
29665,2016,7,19,0,60.0,60.0,4.0,60.0,900.0,21.0,24.4,1003.3,20.7,0.0,NE,1.2,Tiantan,2016-07-19 00:00:00,0,public-derived
29685,2016,7,19,20,118.0,118.0,2.0,59.0,1300.0,37.0,24.1,1003.3,22.7,0.0,ENE,0.7,Tiantan,2016-07-19 20:00:00,0,public-derived
29705,2016,7,20,16,3.0,5.0,2.0,10.0,300.0,50.0,21.9,994.7,21.2,16.4,ENE,4.1,Tiantan,2016-07-20 16:00:00,0,public-derived
29725,2016,7,21,12,30.0,30.0,2.0,41.0,1000.0,21.0,25.5,997.1,23.0,0.1,NE,1.3,Tiantan,2016-07-21 12:00:00,0,public-derived
29745,2016,7,22,8,88.0,88.0,2.0,54.0,1400.0,11.0,25.6,997.7,24.0,0.0,SW,0.5,Tiantan,2016-07-22 08:00:00,0,public-derived
29765,2016,7,23,4,109.0,109.0,2.0,45.0,1100.0,4.0,26.1,996.3,24.9,0.0,,0.2,Tiantan,2016-07-23 04:00:00,0,public-derived
29785,2016,7,24,0,47.0,47.0,2.0,50.0,1100.0,16.0,24.6,999.3,23.0,0.0,NNW,1.1,Tiantan,2016-07-24 00:00:00,0,public-derived
29805,2016,7,24,20,42.0,42.0,2.0,16.0,1000.0,51.0,29.4,1000.3,24.7,0.1,SSW,1.3,Tiantan,2016-07-24 20:00:00,0,public-derived
29825,2016,7,25,16,41.0,41.0,2.0,30.0,600.0,163.0,31.7,996.1,25.3,0.0,NE,1.7,Tiantan,2016-07-25 16:00:00,0,public-derived
29845,2016,7,26,12,25.0,25.0,3.0,29.0,600.0,119.0,31.5,999.7,17.8,0.0,NW,1.2,Tiantan,2016-07-26 12:00:00,0,public-derived
29865,2016,7,27,8,63.0,73.0,2.0,74.0,1000.0,15.0,26.1,998.6,21.7,0.0,ENE,1.2,Tiantan,2016-07-27 08:00:00,0,public-derived
29885,2016,7,28,4,17.0,18.0,2.0,31.0,700.0,16.0,22.1,997.1,20.7,0.0,NNE,0.3,Tiantan,2016-07-28 04:00:00,0,public-derived
29905,2016,7,29,0,110.0,110.0,2.0,7.0,1200.0,29.0,28.5,998.4,24.5,0.0,NE,1.2,Tiantan,2016-07-29 00:00:00,0,public-derived
29925,2016,7,29,20,126.0,126.0,2.0,14.0,1700.0,168.0,30.7,1001.1,25.5,0.0,SE,2.0,Tiantan,2016-07-29 20:00:00,0,public-derived
29945,2016,7,30,16,218.0,218.0,2.0,32.0,2400.0,80.0,30.5,1002.3,26.9,0.0,NW,1.8,Tiantan,2016-07-30 16:00:00,0,public-derived
29965,2016,7,31,12,67.0,67.0,2.0,30.0,1500.0,79.0,26.8,1005.4,22.6,0.0,ENE,2.0,Tiantan,2016-07-31 12:00:00,0,public-derived
29985,2016,8,1,8,82.0,82.0,2.0,64.0,1300.0,20.0,26.6,1005.4,23.7,0.0,NNE,1.5,Tiantan,2016-08-01 08:00:00,0,public-derived
30005,2016,8,2,4,136.0,136.0,2.0,56.0,2500.0,9.0,25.6,1005.1,23.6,0.0,N,0.6,Tiantan,2016-08-02 04:00:00,0,public-derived
30025,2016,8,3,0,61.0,73.0,2.0,34.0,1300.0,72.0,29.0,1006.0,22.5,0.0,WSW,1.3,Tiantan,2016-08-03 00:00:00,0,public-derived
30045,2016,8,3,20,42.0,87.0,2.0,21.0,800.0,142.0,32.4,1004.4,23.4,0.0,SE,1.5,Tiantan,2016-08-03 20:00:00,0,public-derived
30065,2016,8,4,16,102.0,102.0,2.0,13.0,1500.0,239.0,33.2,1004.3,24.1,0.0,SSE,2.2,Tiantan,2016-08-04 16:00:00,0,public-derived
30085,2016,8,5,12,41.0,41.0,4.0,16.0,600.0,103.0,31.5,1005.9,22.8,0.0,ESE,2.2,Tiantan,2016-08-05 12:00:00,0,public-derived
30105,2016,8,6,8,136.0,136.0,2.0,53.0,1000.0,42.0,28.6,1002.9,26.0,0.0,E,1.1,Tiantan,2016-08-06 08:00:00,0,public-derived
30125,2016,8,7,4,21.0,21.0,4.0,26.0,600.0,57.0,25.6,1001.2,22.7,0.0,N,1.4,Tiantan,2016-08-07 04:00:00,0,public-derived
30145,2016,8,8,0,18.0,27.0,2.0,2.0,800.0,12.0,27.4,1005.9,21.9,0.0,SE,2.0,Tiantan,2016-08-08 00:00:00,0,public-derived
30165,2016,8,8,20,36.0,46.0,3.0,2.0,1300.0,175.0,29.4,1004.7,18.8,0.0,S,1.9,Tiantan,2016-08-08 20:00:00,0,public-derived
30185,2016,8,9,16,61.0,92.0,9.0,18.0,1700.0,212.0,31.9,1002.3,22.3,0.0,SSE,2.6,Tiantan,2016-08-09 16:00:00,0,public-derived
30205,2016,8,10,12,72.0,72.0,2.0,15.0,800.0,143.0,32.8,1002.7,23.4,0.0,SW,2.4,Tiantan,2016-08-10 12:00:00,0,public-derived
30225,2016,8,11,8,86.0,86.0,2.0,35.0,900.0,35.0,30.2,1003.1,25.5,0.0,WSW,1.7,Tiantan,2016-08-11 08:00:00,0,public-derived
30245,2016,8,12,4,77.0,77.0,2.0,35.0,800.0,13.0,30.3,1001.0,26.5,0.0,SW,1.8,Tiantan,2016-08-12 04:00:00,0,public-derived
30265,2016,8,13,0,32.0,44.0,2.0,44.0,900.0,2.0,25.9,1001.3,22.8,0.0,NE,1.1,Tiantan,2016-08-13 00:00:00,0,public-derived
30285,2016,8,13,20,13.0,24.0,2.0,40.0,300.0,37.0,28.4,1001.7,15.3,0.0,NNW,1.5,Tiantan,2016-08-13 20:00:00,0,public-derived
30305,2016,8,14,16,28.0,55.0,6.0,28.0,500.0,201.0,34.5,1001.5,17.3,0.0,S,2.0,Tiantan,2016-08-14 16:00:00,0,public-derived
30325,2016,8,15,12,,,,,,,25.8,1005.7,16.9,0.0,WSW,1.7,Tiantan,2016-08-15 12:00:00,6,public-derived
30345,2016,8,16,8,29.0,32.0,2.0,49.0,600.0,30.0,24.9,1002.9,19.3,0.0,NE,1.2,Tiantan,2016-08-16 08:00:00,0,public-derived
30365,2016,8,17,4,29.0,33.0,2.0,28.0,700.0,13.0,23.5,999.9,21.0,0.0,ENE,1.1,Tiantan,2016-08-17 04:00:00,0,public-derived
30385,2016,8,18,0,126.0,126.0,2.0,33.0,1200.0,46.0,24.4,999.4,23.2,0.0,E,1.0,Tiantan,2016-08-18 00:00:00,0,public-derived
30405,2016,8,18,20,40.0,40.0,2.0,33.0,1500.0,54.0,22.8,998.1,21.8,0.0,N,1.4,Tiantan,2016-08-18 20:00:00,0,public-derived
30425,2016,8,19,16,4.0,33.0,2.0,19.0,1000.0,155.0,32.5,1001.6,20.1,0.0,E,2.5,Tiantan,2016-08-19 16:00:00,0,public-derived
30445,2016,8,20,12,76.0,76.0,2.0,43.0,1200.0,143.0,29.8,1005.2,21.5,0.0,SE,1.2,Tiantan,2016-08-20 12:00:00,0,public-derived
30465,2016,8,21,8,63.0,89.0,3.0,83.0,1000.0,9.0,27.0,1005.9,22.2,0.0,E,1.3,Tiantan,2016-08-21 08:00:00,0,public-derived
30485,2016,8,22,4,75.0,75.0,3.0,28.0,1400.0,69.0,24.2,1007.6,21.3,0.0,SE,0.2,Tiantan,2016-08-22 04:00:00,0,public-derived
30505,2016,8,23,0,45.0,71.0,3.0,42.0,600.0,90.0,28.2,1005.4,20.7,0.0,S,1.6,Tiantan,2016-08-23 00:00:00,0,public-derived
30525,2016,8,23,20,88.0,88.0,4.0,33.0,1000.0,89.0,28.1,1001.0,20.9,0.0,NE,1.3,Tiantan,2016-08-23 20:00:00,0,public-derived
30545,2016,8,24,16,77.0,82.0,4.0,47.0,1000.0,117.0,30.9,998.8,21.7,0.0,SE,1.4,Tiantan,2016-08-24 16:00:00,0,public-derived
30565,2016,8,25,12,14.0,17.0,2.0,26.0,400.0,51.0,27.1,1009.0,11.6,0.0,NE,4.9,Tiantan,2016-08-25 12:00:00,0,public-derived
30585,2016,8,26,8,7.0,34.0,3.0,47.0,600.0,22.0,23.5,1014.5,8.7,0.0,NNE,1.8,Tiantan,2016-08-26 08:00:00,0,public-derived
30605,2016,8,27,4,27.0,42.0,2.0,60.0,700.0,2.0,17.9,1010.1,13.0,0.0,,1.1,Tiantan,2016-08-27 04:00:00,0,public-derived
30625,2016,8,28,0,22.0,22.0,2.0,57.0,400.0,11.0,23.3,1008.2,7.8,0.0,NNW,1.8,Tiantan,2016-08-28 00:00:00,0,public-derived
30645,2016,8,28,20,23.0,40.0,2.0,42.0,400.0,94.0,28.7,1006.6,8.9,0.0,SW,2.6,Tiantan,2016-08-28 20:00:00,0,public-derived
30665,2016,8,29,16,3.0,25.0,3.0,14.0,300.0,142.0,30.1,1006.8,9.6,0.0,ESE,1.7,Tiantan,2016-08-29 16:00:00,0,public-derived
30685,2016,8,30,12,28.0,42.0,5.0,30.0,600.0,182.0,29.9,1002.3,12.8,0.0,NE,2.1,Tiantan,2016-08-30 12:00:00,0,public-derived
30705,2016,8,31,8,20.0,30.0,8.0,75.0,700.0,12.0,26.6,994.9,9.4,0.0,NNW,1.5,Tiantan,2016-08-31 08:00:00,0,public-derived
30725,2016,9,1,4,21.0,37.0,3.0,41.0,400.0,14.0,25.7,990.1,-2.0,0.0,WNW,2.6,Tiantan,2016-09-01 04:00:00,0,public-derived
30745,2016,9,2,0,5.0,32.0,3.0,40.0,400.0,11.0,21.5,996.1,12.9,0.0,E,1.2,Tiantan,2016-09-02 00:00:00,0,public-derived
30765,2016,9,2,20,11.0,39.0,2.0,37.0,300.0,12.0,23.6,1000.7,15.9,0.0,ENE,1.8,Tiantan,2016-09-02 20:00:00,0,public-derived
30785,2016,9,3,16,19.0,66.0,2.0,25.0,300.0,196.0,31.0,1001.7,15.8,0.0,SSW,1.7,Tiantan,2016-09-03 16:00:00,0,public-derived
30805,2016,9,4,12,83.0,83.0,12.0,28.0,900.0,171.0,29.3,1005.9,18.4,0.0,S,1.6,Tiantan,2016-09-04 12:00:00,0,public-derived
