借款号,放款成功,借款金额,学历等级,历史成功次数,授信额度,有征信报告,描述字数,有效字符率,复杂词比例,主题1,主题2,主题3,主题4,信用画像,风险信号
781938,0,40000,3,1,40000,有,182,0.709,0.009,0.003,0.003,0.003,0.987,成长,
782048,0,16000,2,1,16000,有,27,0.815,0.067,0.003,0.003,0.162,0.829,成长,
782142,0,54800,2,1,54800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
782252,0,18000,2,1,18000,有,25,0.68,0,0.003,0.003,0.757,0.036,成长,
782287,0,42400,2,1,42400,有,182,0.709,0.009,0.003,0.003,0.144,0.848,成长,
782303,0,84800,2,1,84800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
782305,0,70000,2,1,70000,有,283,0.76,0.018,0.003,0.003,0.003,0.987,优质,
782306,0,21000,3,1,21000,有,283,0.76,0.018,0.003,0.003,0.856,0.134,成长,
782307,0,21000,2,1,21000,有,283,0.76,0.018,0.003,0.003,0.988,0.003,成长,
782311,0,25000,2,1,25000,有,72,0.722,0.021,0.003,0.003,0.957,0.034,成长,
782360,0,18000,2,1,18000,有,71,0.718,0.065,0.003,0.003,0.331,0.43,成长,
782412,0,30000,2,1,30000,有,283,0.76,0.018,0.003,0.003,0.194,0.003,成长,
782413,0,63000,3,1,63000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
782414,0,52000,2,1,52000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
782415,0,50000,2,1,50000,有,283,0.76,0.018,0.003,0.003,0.003,0.988,优质,
782416,0,42000,3,1,42000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
782417,0,20000,2,1,20000,有,283,0.76,0.018,0.003,0.003,0.926,0.003,成长,
782462,0,54800,3,1,54800,有,182,0.709,0.009,0.003,0.003,0.67,0.035,优质,
782579,0,18000,3,1,18000,有,94,0.777,0.075,0.003,0.003,0.872,0.119,成长,
782625,0,21000,2,1,21000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
782626,0,11000,3,1,11000,有,283,0.76,0.018,0.002,0.101,0.878,0.018,成长,
782792,0,124000,2,3,124000,无,283,0.76,0.018,0.003,0.003,0.003,0.989,成长,
782793,0,26000,2,2,26000,无,283,0.76,0.018,0.003,0.003,0.003,0.989,待观察,需人工复核
782794,0,40000,2,1,40000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
782795,0,104000,2,1,104000,有,283,0.76,0.018,0.003,0.003,0.003,0.988,优质,
782839,0,19000,2,1,19000,有,33,0.667,0,0.003,0.003,0.988,0.003,成长,
782842,0,37400,1,1,37400,有,182,0.709,0.009,0.003,0.003,0.322,0.003,成长,
785427,0,84800,2,1,84800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
785430,0,82200,2,1,82200,有,182,0.709,0.009,0.003,0.003,0.554,0.438,优质,
785495,0,84000,2,1,84000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
785496,0,48000,3,1,48000,有,283,0.76,0.018,0.003,0.003,0.749,0.207,成长,
785497,0,50000,2,1,50000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
785498,0,34000,2,1,34000,有,283,0.76,0.018,0.003,0.003,0.926,0.003,成长,
785500,0,82000,2,1,82000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
785501,0,73000,2,1,73000,有,283,0.76,0.018,0.003,0.003,0.692,0.298,优质,
785502,0,44000,2,1,44000,有,283,0.76,0.018,0.003,0.003,0.988,0.003,成长,
785504,0,21000,2,1,21000,有,283,0.76,0.018,0.003,0.003,0.606,0.13,成长,
785505,0,35000,2,1,35000,有,283,0.76,0.018,0.003,0.003,0.003,0.715,成长,
785507,0,40000,1,1,40000,有,283,0.76,0.018,0.003,0.003,0.003,0.989,成长,
785510,0,80000,3,1,80000,有,283,0.76,0.018,0.003,0.003,0.003,0.988,优质,
785511,0,52000,1,1,52000,有,283,0.76,0.018,0.003,0.003,0.93,0.061,优质,
785512,0,10000,2,1,10000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
785515,0,24500,1,1,24500,有,182,0.709,0.009,0.087,0.003,0.792,0.003,成长,
785616,0,14000,2,1,14000,有,71,0.69,0.023,0.003,0.003,0.986,0.003,成长,
785619,0,32400,3,2,32400,有,169,0.763,0.067,0.003,0.003,0.957,0.003,优质,
785622,0,68500,2,1,68500,有,182,0.709,0.009,0.003,0.003,0.921,0.069,优质,
785634,0,22000,1,1,22000,有,41,0.683,0.04,0.003,0.003,0.43,0.003,成长,
785669,0,81800,2,1,81800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
785670,0,20000,2,1,20000,有,36,0.667,0.05,0.003,0.003,0.987,0.003,成长,
785675,0,10000,1,1,10000,有,45,0.778,0.042,0.003,0.003,0.003,0.989,成长,
785676,0,68500,1,1,68500,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
785724,0,120000,2,2,120000,无,283,0.76,0.018,0.003,0.003,0.606,0.003,成长,
785725,0,59000,2,1,59000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
785726,0,63000,3,1,63000,有,283,0.76,0.018,0.003,0.003,0.09,0.901,优质,
785727,0,50000,2,1,50000,有,283,0.76,0.018,0.003,0.003,0.606,0.003,优质,
785734,0,20000,2,2,20000,有,23,0.478,0,0.003,0.003,0.511,0.003,优质,
785762,0,15000,3,1,15000,有,132,0.705,0.022,0.115,0.003,0.876,0.003,成长,
785763,0,25000,3,1,25000,有,30,0.7,0,0.003,0.003,0.988,0.003,成长,
785773,0,78300,3,1,78300,有,182,0.709,0.009,0.003,0.003,0.63,0.003,优质,
785778,0,120000,2,1,120000,有,283,0.76,0.018,0.003,0.003,0.575,0.352,优质,
785779,0,56000,3,2,56000,无,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
785780,0,16000,2,1,16000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
785781,0,20000,3,2,20000,无,283,0.76,0.018,0.003,0.003,0.285,0.623,待观察,需人工复核
785782,0,52000,3,1,52000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,优质,
785783,0,80000,2,1,80000,有,283,0.76,0.018,0.003,0.003,0.66,0.003,优质,
785784,0,30000,2,1,30000,有,283,0.76,0.018,0.003,0.003,0.003,0.989,成长,
785830,0,18000,1,1,18000,有,135,0.652,0,0.003,0.003,0.817,0.139,成长,
785858,0,70700,2,1,70700,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
785859,0,82200,3,1,82200,有,182,0.709,0.009,0.003,0.036,0.921,0.003,优质,
789093,0,50600,1,1,50600,有,90,0.756,0,0.974,0.002,0.021,0.002,优质,
789096,0,91100,3,1,91100,有,93,0.763,0.02,0.013,0.947,0.013,0.013,优质,
789111,0,94800,1,1,94800,有,98,0.735,0,0.002,0.002,0.992,0.002,优质,
789116,0,123000,3,1,123000,有,107,0.776,0.034,0.003,0.003,0.987,0.003,优质,
789121,0,83800,2,1,83800,有,93,0.753,0,0.003,0.003,0.448,0.003,优质,
789125,0,75800,3,1,75800,有,92,0.761,0,0.003,0.003,0.003,0.932,优质,
789127,0,81300,3,1,81300,有,89,0.753,0,0.003,0.003,0.892,0.003,优质,
789143,0,31600,2,1,31600,有,95,0.758,0,0.003,0.003,0.987,0.003,成长,
789145,0,70700,2,1,70700,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
789149,0,100000,2,1,100000,有,283,0.76,0.018,0.003,0.003,0.605,0.386,优质,
789150,0,40000,3,1,40000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
789151,0,73000,2,1,73000,有,283,0.76,0.018,0.003,0.003,0.003,0.989,优质,
789153,0,21000,3,1,21000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
789164,0,63200,1,1,63200,有,94,0.755,0,0.003,0.003,0.003,0.786,优质,
789171,0,53700,3,1,53700,有,92,0.761,0,0.003,0.003,0.865,0.003,优质,
789180,0,55600,2,1,55600,有,93,0.753,0,0.003,0.003,0.924,0.003,优质,
789181,0,55300,2,1,55300,有,93,0.753,0,0.003,0.003,0.988,0.003,优质,
789184,0,152000,2,1,152000,有,94,0.755,0,0.003,0.003,0.987,0.003,优质,
789188,0,152000,3,1,152000,有,103,0.767,0,0.003,0.003,0.954,0.003,优质,
789192,0,65600,1,1,65600,有,95,0.758,0,0.993,0.002,0.002,0.002,优质,
789198,0,133500,3,1,133500,有,101,0.762,0,0.003,0.003,0.986,0.003,优质,
789205,0,44200,2,1,44200,有,102,0.765,0,0.003,0.003,0.702,0.289,成长,
789207,0,21200,1,1,21200,有,182,0.709,0.009,0.003,0.035,0.003,0.67,成长,
789213,0,83800,2,1,83800,有,95,0.737,0,0.003,0.003,0.93,0.061,优质,
789215,0,94800,2,1,94800,有,95,0.758,0,0.002,0.002,0.823,0.044,优质,
789221,0,124500,2,1,124500,有,89,0.753,0,0.003,0.003,0.957,0.003,优质,
789222,0,103300,2,1,103300,有,87,0.747,0,0.003,0.003,0.003,0.989,优质,
789227,0,71300,2,1,71300,有,90,0.756,0,0.003,0.003,0.003,0.989,优质,
789229,0,87000,2,1,87000,有,94,0.766,0,0.003,0.003,0.003,0.987,优质,
789249,0,60000,2,1,60000,有,94,0.755,0.019,0.003,0.003,0.342,0.649,优质,
789251,0,209500,4,1,209500,有,90,0.756,0,0.059,0.002,0.916,0.021,优质,
789256,0,90800,2,1,90800,有,92,0.728,0,0.003,0.003,0.988,0.003,优质,
789257,0,90800,2,1,90800,有,93,0.753,0,0.003,0.003,0.987,0.003,优质,
789258,0,111700,2,1,111700,有,94,0.734,0,0.003,0.003,0.102,0.889,优质,
789259,0,49000,1,1,49000,有,182,0.709,0.009,0.003,0.003,0.987,0.003,成长,
789264,0,94800,2,1,94800,有,94,0.766,0,0.003,0.003,0.987,0.003,优质,
789266,0,31600,2,1,31600,有,95,0.758,0,0.974,0.002,0.021,0.002,成长,
789268,0,93200,2,1,93200,有,92,0.761,0,0.993,0.002,0.002,0.002,优质,
789275,0,97500,1,1,97500,有,98,0.735,0,0.993,0.002,0.002,0.002,优质,
789276,0,145500,2,1,145500,有,92,0.75,0,0.003,0.003,0.167,0.134,优质,
789280,0,6000,3,2,6000,有,29,0.828,0.067,0.003,0.003,0.003,0.959,优质,
789282,0,5000,2,1,5000,有,20,1,0.111,0.003,0.003,0.988,0.003,成长,
789283,0,10000,1,2,10000,有,41,0.585,0.037,0.003,0.003,0.003,0.989,优质,
789286,0,10000,2,1,10000,有,23,0.696,0,0.003,0.003,0.988,0.003,成长,
789292,0,30000,2,1,30000,有,283,0.76,0.018,0.003,0.003,0.987,0.003,成长,
789293,0,50000,3,1,50000,有,283,0.76,0.018,0.003,0.003,0.988,0.003,优质,
789294,0,32000,2,1,32000,有,283,0.76,0.018,0.003,0.003,0.003,0.988,成长,
789296,0,21000,3,1,21000,有,283,0.76,0.018,0.003,0.003,0.206,0.003,成长,
789297,0,40000,2,1,40000,有,283,0.76,0.018,0.003,0.003,0.79,0.134,成长,
789299,0,42400,2,1,42400,有,182,0.709,0.009,0.003,0.003,0.954,0.036,成长,
789302,0,30000,3,1,30000,有,182,0.709,0.009,0.003,0.003,0.957,0.003,成长,
789304,0,7000,3,1,7000,有,20,0.6,0,0.003,0.003,0.926,0.065,成长,
789305,0,83700,2,1,83700,有,97,0.753,0,0.993,0.002,0.002,0.002,优质,
789318,0,60700,3,1,60700,有,92,0.761,0,0.993,0.002,0.002,0.002,优质,
789323,0,34900,2,1,34900,有,94,0.766,0,0.995,0.001,0.001,0.001,成长,
789324,0,97200,1,1,97200,有,92,0.75,0.02,0.995,0.001,0.001,0.001,优质,
789326,0,72900,3,1,72900,有,96,0.75,0,0.983,0.001,0.001,0.013,优质,
789327,0,109900,3,1,109900,有,98,0.755,0,0.995,0.001,0.001,0.001,优质,
789330,0,37400,2,1,37400,有,182,0.709,0.009,0.995,0.001,0.001,0.001,成长,
789339,0,42700,2,1,42700,有,91,0.758,0,0.009,0.965,0.009,0.009,成长,
789345,0,97700,2,1,97700,有,92,0.761,0,0.004,0.982,0.004,0.004,优质,
789346,0,64400,2,1,64400,有,102,0.745,0.018,0.003,0.031,0.031,0.932,优质,
789351,0,63200,3,1,63200,有,94,0.766,0,0.003,0.032,0.003,0.264,优质,
789353,0,94800,2,1,94800,有,97,0.763,0.019,0.003,0.003,0.988,0.003,优质,
789354,0,60000,1,1,60000,有,98,0.755,0,0.003,0.003,0.331,0.134,优质,
789357,0,79000,2,1,79000,有,93,0.753,0,0.003,0.003,0.003,0.989,优质,
789363,0,93300,2,1,93300,有,95,0.758,0,0.003,0.003,0.986,0.003,优质,
789368,0,214000,4,1,214000,有,97,0.763,0.018,0.003,0.003,0.885,0.037,优质,
789374,0,100200,3,1,100200,有,94,0.766,0,0.003,0.034,0.957,0.003,优质,
789379,0,200000,3,1,200000,有,93,0.753,0,0.003,0.003,0.988,0.003,优质,
789382,0,93200,2,1,93200,有,95,0.737,0,0.003,0.003,0.987,0.003,优质,
789389,0,134000,1,1,134000,有,87,0.747,0,0.003,0.003,0.003,0.987,优质,
789393,0,29800,1,1,29800,有,92,0.761,0,0.003,0.003,0.987,0.003,成长,
789394,0,47400,1,1,47400,有,101,0.762,0,0.003,0.003,0.987,0.003,成长,
789424,0,94800,3,1,94800,有,96,0.74,0.019,0.003,0.003,0.987,0.003,优质,
789429,0,133500,3,1,133500,有,95,0.768,0.019,0.003,0.003,0.003,0.989,优质,
789432,0,47400,1,1,47400,有,95,0.758,0.02,0.003,0.003,0.988,0.003,成长,
789434,0,120100,2,1,120100,有,215,0.735,0,0.003,0.003,0.454,0.538,优质,
789437,0,94900,3,1,94900,有,101,0.762,0,0.003,0.003,0.987,0.003,优质,
789439,0,8400,2,2,8400,有,43,0.535,0.037,0.003,0.003,0.987,0.003,优质,
789444,0,127000,3,1,127000,有,95,0.737,0,0.003,0.003,0.003,0.876,优质,
789446,0,72700,1,1,72700,有,92,0.761,0,0.003,0.003,0.003,0.989,优质,
789450,0,56900,1,1,56900,有,99,0.758,0,0.003,0.003,0.987,0.003,优质,
789460,0,113500,2,1,113500,有,92,0.761,0.02,0.003,0.003,0.987,0.003,优质,
789465,0,114100,3,1,114100,有,103,0.767,0,0.003,0.003,0.987,0.003,优质,
789468,0,30000,2,1,30000,有,72,0.778,0,0.003,0.003,0.889,0.003,成长,
789480,0,60000,3,3,60000,有,45,0.578,0,0.003,0.003,0.988,0.003,优质,
789485,0,67100,3,1,67100,有,103,0.767,0,0.003,0.003,0.003,0.989,优质,
789488,0,28300,2,1,28300,有,182,0.709,0.009,0.003,0.003,0.38,0.206,成长,
789493,0,74300,3,1,74300,有,95,0.758,0.038,0.003,0.003,0.987,0.003,优质,
789498,0,64400,1,1,64400,有,101,0.752,0,0.003,0.003,0.987,0.003,优质,
789499,0,70700,2,1,70700,有,182,0.709,0.009,0.003,0.003,0.003,0.961,优质,
789501,0,174500,2,1,174500,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
789511,0,17000,2,1,17000,有,182,0.709,0.009,0.003,0.003,0.031,0.961,成长,
789512,0,28300,2,1,28300,有,182,0.709,0.009,0.003,0.003,0.003,0.989,成长,
789515,0,27400,1,1,27400,有,182,0.709,0.009,0.003,0.003,0.957,0.034,成长,
789518,0,73000,2,1,73000,有,283,0.76,0.018,0.003,0.003,0.895,0.003,优质,
789519,0,35000,3,1,35000,有,283,0.76,0.018,0.003,0.003,0.988,0.003,成长,
789520,0,32000,2,1,32000,有,283,0.76,0.018,0.003,0.003,0.28,0.003,成长,
789521,0,32000,2,1,32000,有,283,0.76,0.018,0.003,0.003,0.416,0.003,成长,
789522,0,15000,3,1,15000,有,283,0.76,0.018,0.003,0.003,0.926,0.065,成长,
789525,0,71300,2,1,71300,有,105,0.762,0,0.003,0.003,0.987,0.003,优质,
789530,0,145500,2,1,145500,有,105,0.771,0,0.003,0.003,0.988,0.003,优质,
789537,0,74300,2,1,74300,有,89,0.753,0,0.003,0.003,0.987,0.003,优质,
789540,0,71400,3,1,71400,有,97,0.763,0,0.003,0.003,0.987,0.003,优质,
789544,0,88900,3,1,88900,有,103,0.767,0,0.003,0.003,0.003,0.989,优质,
789561,0,71300,3,1,71300,有,90,0.756,0,0.003,0.003,0.702,0.289,优质,
789565,0,47400,2,1,47400,有,97,0.763,0,0.003,0.003,0.987,0.003,成长,
789566,0,94800,2,1,94800,有,90,0.756,0,0.003,0.003,0.957,0.003,优质,
789569,0,145500,3,1,145500,有,95,0.758,0,0.005,0.98,0.005,0.005,优质,
789573,0,142500,3,1,142500,有,90,0.744,0,0.003,0.003,0.956,0.035,优质,
789575,0,64800,1,1,64800,有,104,0.75,0,0.001,0.113,0.155,0.715,优质,
789577,0,71100,2,1,71100,有,95,0.758,0,0.003,0.003,0.921,0.069,优质,
789579,0,55300,3,1,55300,有,92,0.761,0.04,0.003,0.037,0.953,0.003,优质,
789581,0,30000,3,2,30000,有,48,0.75,0,0.003,0.003,0.987,0.003,优质,
789583,0,25000,3,1,25000,有,69,0.754,0.027,0.003,0.003,0.987,0.003,成长,
789586,0,33000,3,1,33000,有,74,0.608,0,0.003,0.003,0.003,0.989,成长,
789590,0,30000,3,1,30000,有,48,0.667,0.036,0.003,0.003,0.987,0.003,成长,
789591,0,70700,1,1,70700,有,182,0.709,0.009,0.003,0.003,0.957,0.003,优质,
789592,0,70700,1,1,70700,有,182,0.709,0.009,0.003,0.003,0.606,0.225,优质,
789594,0,10800,2,2,10800,有,27,0.704,0,0.003,0.003,0.987,0.003,优质,
789598,0,40000,2,1,40000,有,283,0.76,0.018,0.003,0.003,0.765,0.003,成长,
789600,0,66700,3,1,66700,有,103,0.767,0,0.003,0.003,0.921,0.003,优质,
789602,0,94800,2,1,94800,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
789604,0,94800,2,1,94800,有,102,0.765,0,0.003,0.003,0.987,0.003,优质,
789622,0,94800,1,1,94800,有,98,0.776,0,0.003,0.003,0.987,0.003,优质,
789643,0,31600,3,1,31600,有,90,0.756,0,0.003,0.003,0.212,0.779,成长,
789647,0,65600,2,1,65600,有,94,0.766,0,0.003,0.003,0.988,0.003,优质,
789651,0,51500,3,1,51500,有,99,0.747,0.019,0.003,0.003,0.987,0.003,优质,
789656,0,42700,2,1,42700,有,95,0.758,0,0.003,0.003,0.003,0.989,成长,
789657,0,45600,3,1,45600,有,103,0.767,0,0.003,0.003,0.988,0.003,成长,
789658,0,94800,2,1,94800,有,92,0.728,0,0.003,0.003,0.711,0.003,优质,
789661,0,69800,2,1,69800,有,98,0.735,0,0.003,0.003,0.218,0.772,优质,
789667,0,64400,2,1,64400,有,99,0.747,0.019,0.003,0.003,0.986,0.003,优质,
789669,0,63200,3,1,63200,有,94,0.766,0,0.003,0.003,0.003,0.99,优质,
789672,0,209500,2,1,209500,有,93,0.763,0,0.003,0.003,0.134,0.856,优质,
789676,0,91600,3,1,91600,有,93,0.753,0,0.003,0.003,0.986,0.003,优质,
789678,0,42400,4,1,42400,有,182,0.709,0.009,0.003,0.003,0.659,0.102,成长,
789681,0,83800,1,1,83800,有,89,0.753,0,0.003,0.003,0.003,0.989,优质,
789687,0,84500,3,1,84500,有,92,0.761,0,0.003,0.003,0.987,0.003,优质,
789688,0,72900,1,1,72900,有,94,0.755,0,0.003,0.003,0.954,0.003,优质,
789689,0,65300,2,1,65300,有,90,0.756,0,0.003,0.003,0.003,0.987,优质,
789694,0,47400,2,1,47400,有,95,0.758,0,0.003,0.003,0.988,0.003,成长,
789702,0,47400,3,1,47400,有,100,0.76,0,0.003,0.003,0.954,0.003,成长,
789707,0,116600,3,1,116600,有,92,0.75,0,0.003,0.003,0.031,0.876,优质,
789734,0,94800,3,1,94800,有,94,0.766,0,0.003,0.003,0.593,0.003,优质,
789737,0,42500,2,1,42500,有,91,0.758,0.02,0.003,0.003,0.987,0.003,成长,
789739,0,74300,1,1,74300,有,90,0.756,0,0.003,0.003,0.987,0.003,优质,
789741,0,31600,1,1,31600,有,90,0.756,0,0.003,0.003,0.988,0.003,成长,
789742,0,94800,3,1,94800,有,101,0.762,0,0.003,0.003,0.67,0.321,优质,
789744,0,118000,2,1,118000,有,93,0.753,0,0.003,0.003,0.033,0.361,优质,
789750,0,94800,3,1,94800,有,92,0.761,0,0.003,0.003,0.003,0.126,优质,
789752,0,37400,2,1,37400,有,182,0.709,0.009,0.003,0.003,0.987,0.003,成长,
789756,0,126400,3,1,126400,有,98,0.755,0,0.003,0.003,0.954,0.036,优质,
789765,0,82200,2,1,82200,有,92,0.761,0,0.003,0.003,0.987,0.003,优质,
789768,0,94900,2,1,94900,有,106,0.774,0,0.003,0.003,0.988,0.003,优质,
789776,0,60000,2,1,60000,有,98,0.735,0,0.003,0.003,0.829,0.162,优质,
789780,0,110300,2,1,110300,有,93,0.753,0,0.003,0.003,0.352,0.321,优质,
789781,0,94800,1,1,94800,有,93,0.753,0,0.003,0.003,0.031,0.961,优质,
789784,0,31600,1,1,31600,有,92,0.761,0,0.003,0.003,0.003,0.814,成长,
789785,0,86900,2,1,86900,有,97,0.763,0,0.983,0.001,0.001,0.013,优质,
789787,0,58500,2,1,58500,有,97,0.763,0,0.995,0.001,0.001,0.001,优质,
789788,0,72900,2,1,72900,有,89,0.753,0,0.995,0.001,0.001,0.001,优质,
789789,0,14200,3,1,14200,有,92,0.761,0,0.983,0.001,0.013,0.001,成长,
789800,0,60000,3,1,60000,有,93,0.753,0,0.995,0.001,0.001,0.001,优质,
789802,0,94800,3,1,94800,有,99,0.758,0,0.995,0.001,0.001,0.001,优质,
789804,0,94800,2,1,94800,有,108,0.778,0,0.993,0.002,0.002,0.002,优质,
789808,0,118000,2,1,118000,有,100,0.76,0,0.003,0.003,0.003,0.003,优质,
789812,0,88100,2,1,88100,有,93,0.763,0.019,0.003,0.003,0.087,0.904,优质,
789814,0,68500,2,1,68500,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
789817,0,65300,2,1,65300,有,182,0.709,0.009,0.003,0.003,0.79,0.2,优质,
789832,0,209500,3,1,209500,有,101,0.752,0,0.003,0.003,0.987,0.003,优质,
789834,0,80600,3,1,80600,有,106,0.755,0.017,0.003,0.003,0.926,0.065,优质,
789838,0,88500,3,1,88500,有,91,0.758,0,0.003,0.003,0.988,0.003,优质,
789844,0,94800,3,1,94800,有,98,0.735,0,0.003,0.003,0.659,0.331,优质,
789847,0,82200,2,1,82200,有,182,0.709,0.009,0.003,0.003,0.711,0.003,优质,
789852,0,124500,3,1,124500,有,199,0.744,0,0.003,0.003,0.003,0.728,优质,
789855,0,83800,2,1,83800,有,108,0.778,0,0.003,0.003,0.987,0.003,优质,
789861,0,133500,3,1,133500,有,92,0.761,0,0.003,0.003,0.987,0.003,优质,
789867,0,42800,2,1,42800,有,102,0.765,0,0.003,0.003,0.987,0.003,成长,
789868,0,66400,1,1,66400,有,93,0.753,0,0.003,0.003,0.003,0.989,优质,
789871,0,60000,2,1,60000,有,106,0.755,0,0.003,0.003,0.003,0.989,优质,
789875,0,12000,2,2,12000,有,23,0.739,0,0.003,0.003,0.003,0.989,优质,
789876,0,18000,2,1,18000,有,25,0.76,0,0.003,0.003,0.526,0.003,成长,
789891,0,60000,1,1,60000,有,95,0.737,0,0.003,0.003,0.987,0.003,优质,
789896,0,94800,2,1,94800,有,89,0.753,0,0.003,0.003,0.987,0.003,优质,
789903,0,94800,1,1,94800,有,97,0.763,0,0.003,0.003,0.987,0.003,优质,
789906,0,94800,1,1,94800,有,95,0.726,0,0.003,0.003,0.987,0.003,优质,
789911,0,133500,3,1,133500,有,91,0.758,0,0.002,0.095,0.374,0.529,优质,
789914,0,100100,3,1,100100,有,92,0.761,0,0.003,0.003,0.987,0.003,优质,
789921,0,63200,1,1,63200,有,105,0.771,0,0.003,0.003,0.003,0.879,优质,
789930,0,137000,2,1,137000,有,146,0.747,0,0.003,0.003,0.03,0.742,优质,
789933,0,107800,2,1,107800,有,95,0.758,0,0.003,0.003,0.702,0.003,优质,
789937,0,71300,2,1,71300,有,97,0.763,0,0.003,0.003,0.954,0.036,优质,
789939,0,109600,1,1,109600,有,182,0.709,0.009,0.003,0.003,0.003,0.848,优质,
789943,0,145500,3,1,145500,有,106,0.745,0,0.003,0.003,0.003,0.134,优质,
789949,0,84800,2,1,84800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
789952,0,91600,1,1,91600,有,100,0.76,0,0.003,0.003,0.733,0.003,优质,
789956,0,49000,2,1,49000,有,182,0.709,0.009,0.087,0.003,0.848,0.003,成长,
792898,0,42400,2,1,42400,有,182,0.709,0.009,0.003,0.003,0.954,0.036,成长,
792902,0,68500,2,1,68500,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
792906,0,54800,2,1,54800,有,182,0.709,0.009,0.003,0.003,0.987,0.003,优质,
795494,0,142500,3,1,142500,有,100,0.76,0,0.003,0.003,0.959,0.032,优质,
795497,0,72900,2,1,72900,有,90,0.756,0,0.003,0.003,0.699,0.293,优质,
795503,0,63200,2,1,63200,有,95,0.758,0,0.003,0.003,0.987,0.003,优质,
795505,0,107400,2,1,107400,有,90,0.756,0,0.003,0.003,0.856,0.003,优质,
795507,0,63200,2,1,63200,有,93,0.753,0,0.003,0.003,0.987,0.003,优质,
795508,0,45700,2,2,45700,无,95,0.758,0,0.003,0.003,0.352,0.003,待观察,需人工复核
795510,0,100000,2,1,100000,有,283,0.76,0.018,0.036,0.003,0.954,0.003,优质,
795511,0,30000,3,1,30000,有,283,0.76,0.018,0.003,0.003,0.957,0.003,成长,
795512,0,30000,2,1,30000,有,283,0.76,0.018,0.993,0.002,0.002,0.002,成长,
795513,0,27000,2,1,27000,有,283,0.76,0.018,0.993,0.002,0.002,0.002,成长,
795514,0,32000,3,1,32000,有,283,0.76,0.018,0.993,0.002,0.002,0.002,成长,
795515,0,32000,2,1,32000,有,283,0.76,0.018,0.993,0.002,0.002,0.002,成长,
795516,0,30000,2,1,30000,有,283,0.76,0.018,0.993,0.002,0.002,0.002,成长,
795518,0,71100,1,1,71100,有,103,0.767,0,0.003,0.003,0.003,0.66,优质,
795524,0,49000,2,1,49000,有,99,0.758,0,0.003,0.003,0.557,0.434,成长,
795529,0,94800,2,1,94800,有,92,0.761,0,0.003,0.003,0.003,0.989,优质,
795530,0,152500,2,1,152500,有,96,0.74,0,0.003,0.003,0.954,0.036,优质,
795544,0,94800,1,1,94800,有,93,0.753,0,0.003,0.003,0.987,0.003,优质,
795545,0,91500,1,1,91500,有,98,0.735,0,0.003,0.003,0.987,0.003,优质,
795546,0,67900,2,1,67900,有,95,0.737,0,0.003,0.003,0.892,0.003,优质,
795547,0,94800,4,1,94800,有,100,0.76,0,0.003,0.003,0.889,0.003,优质,
795548,0,74600,1,1,74600,有,92,0.761,0,0.003,0.003,0.003,0.989,优质,
795551,0,79000,2,1,79000,有,93,0.753,0,0.003,0.003,0.003,0.989,优质,
795554,0,69700,3,1,69700,有,94,0.766,0,0.003,0.003,0.003,0.757,优质,
795555,0,66400,2,1,66400,有,98,0.755,0,0.035,0.003,0.956,0.003,优质,
795557,0,50600,2,1,50600,有,95,0.758,0.019,0.003,0.003,0.987,0.003,优质,
795560,0,70700,1,1,70700,有,182,0.709,0.009,0.003,0.003,0.09,0.003,优质,
795564,0,42400,2,1,42400,有,182,0.709,0.009,0.003,0.003,0.895,0.065,成长,
795565,0,56500,2,1,56500,有,182,0.709,0.009,0.003,0.003,0.954,0.003,优质,
795566,0,70700,1,1,70700,有,182,0.709,0.009,0.003,0.003,0.115,0.876,优质,
795573,0,55300,1,1,55300,有,97,0.753,0,0.003,0.003,0.987,0.003,优质,
